id seccion,nombre seccion,id circuito,nombre circuito,escuela original,mesas,desde,hasta,electores,escuela,direccion,ciudad,provincia,pais,para geo,,,,,
21,SANTA MARIA,328B,VILLA CIUDAD DE AMERICA,ESC.PROV.J.V.GONZALEZ - RUTA N 5 KM 54,3,7944,7946,850,ESC.PROV.J.V.GONZALEZ,RUTA N 5 KM 54,VILLA CIUDAD DE AMERICA,Córdoba,Argentina,"RUTA N 5 KM 54, VILLA CIUDAD DE AMERICA, Córdoba, Argentina","-33,6906119","-65,4930422","Ruta Interfabricas, Villa Mercedes, San Luis, Argentina",Partial Match,Google
19,SAN JAVIER,274,SAN JAVIER,ESC GENERAL SAN MARTIN - SAN JAVIER,3,7120,7122,841,ESC GENERAL SAN MARTIN,SAN JAVIER,SAN JAVIER,Córdoba,Argentina,"SAN JAVIER, SAN JAVIER, Córdoba, Argentina","-32,033329","-65,0500107","San Javier, Córdoba, Argentina",Match,Google
2,CALAMUCHITA,328A,LA CUMBRECITA,ESC BARTOLOME MITRE - PUBLICA S/N,3,3415,3417,834,ESC BARTOLOME MITRE,PUBLICA S/N,LA CUMBRECITA,Córdoba,Argentina,"PUBLICA S/N, LA CUMBRECITA, Córdoba, Argentina","-31,8973838","-64,7761627","Calle Publica, La Cumbrecita, Córdoba, Argentina",Match,Google
15,RIO SECO,223,CANDELARIA NORTE,ESC.PROV.C.SAAVEDRA - PUBLICA,3,6476,6478,825,ESC.PROV.C.SAAVEDRA,PUBLICA,CANDELARIA NORTE,Córdoba,Argentina,"PUBLICA, CANDELARIA NORTE, Córdoba, Argentina",,,,No Match,Google
12,PUNILLA,155,SAN ESTEBAN,ESC INES MOYANO DE MOLINA - SAN ESTEBAN,3,5432,5434,805,ESC INES MOYANO DE MOLINA,SAN ESTEBAN,SAN ESTEBAN,Córdoba,Argentina,"SAN ESTEBAN, SAN ESTEBAN, Córdoba, Argentina","-30,91556","-64,532417","San Esteban, Córdoba, Argentina",Match,Google
4,CRUZ DEL EJE,50A,LOS CHAÑARITOS,ESC DOMINGO F SARMIENTO - PUBLICA S/N,3,4174,4176,802,ESC DOMINGO F SARMIENTO,PUBLICA S/N,LOS CHAÑARITOS,Córdoba,Argentina,"PUBLICA S/N, LOS CHAÑARITOS, Córdoba, Argentina",,,,No Match,Google
13,RIO CUARTO,168,CHAJAN,ESC PROV GRAL J DE SAN MARTIN - BV CORDOBA S/N,3,5870,5872,801,ESC PROV GRAL J DE SAN MARTIN,BV CORDOBA S/N,CHAJAN,Córdoba,Argentina,"BV CORDOBA S/N, CHAJAN, Córdoba, Argentina","-33,5567087","-65,0022855","Cordoba, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,8,LA FLORESTA NORTE,ESC   RABINDRANAT TAGORE - OCARINA 1613,3,897,899,784,ESC   RABINDRANAT TAGORE,OCARINA 1613,Córdoba,Córdoba,Argentina,"OCARINA 1613, Córdoba, Córdoba, Argentina","-31,3896744","-64,1232552","Ocarina 1613, Córdoba, Argentina",Match,Google
13,RIO CUARTO,174,LA CAUTIVA,ESC PROV JOSE DE SAN MARTIN - SAN MARTIN S/N,3,5902,5904,782,ESC PROV JOSE DE SAN MARTIN,SAN MARTIN S/N,LA CAUTIVA,Córdoba,Argentina,"SAN MARTIN S/N, LA CAUTIVA, Córdoba, Argentina","-33,9799067","-64,082607","Avenida San Martín, Córdoba, Argentina",Partial Match,Google
18,SAN ALBERTO,263E,LAS RABONAS,ESC.PROV.M.BELGRANO - RUTA NAC 14,3,6953,6955,779,ESC.PROV.M.BELGRANO,RUTA NAC 14,LAS RABONAS,Córdoba,Argentina,"RUTA NAC 14, LAS RABONAS, Córdoba, Argentina",,,,No Match,Google
12,PUNILLA,149,CASA GRANDE,ESC GRAL JOSE DE SAN MARTIN - RUTA NACIONAL N°38,3,5272,5274,763,ESC GRAL JOSE DE SAN MARTIN,RUTA NACIONAL N°38,CASA GRANDE,Córdoba,Argentina,"RUTA NACIONAL N°38, CASA GRANDE, Córdoba, Argentina","-31,1677639","-64,4759142","RN38, Argentina",Match,Google
9,MARCOS JUAREZ,137,SAIRA,INSTITUTO MANUEL BELGRANO - SAIRA,3,5169,5171,762,INSTITUTO MANUEL BELGRANO,SAIRA,SAIRA,Córdoba,Argentina,"SAIRA, SAIRA, Córdoba, Argentina","-32,4098406","-62,1020453","Saira, Córdoba, Argentina",Match,Google
8,JUAREZ CELMAN,113,LOS CISNES,ESC DOMINGO F SARMIENTO - SRITA BERNARDINA BAIGORRI 229,3,4875,4877,760,ESC DOMINGO F SARMIENTO,SRITA BERNARDINA BAIGORRI 229,LOS CISNES,Córdoba,Argentina,"SRITA BERNARDINA BAIGORRI 229, LOS CISNES, Córdoba, Argentina",,,,No Match,Google
4,CRUZ DEL EJE,44A,LAS PLAYAS,ESC.PROV.PCIA.DE LA RIOJA - RUTA 75,3,4154,4156,754,ESC.PROV.PCIA.DE LA RIOJA,RUTA 75,LAS PLAYAS,Córdoba,Argentina,"RUTA 75, LAS PLAYAS, Córdoba, Argentina",,,,No Match,Google
15,RIO SECO,227,RAYO CORTADO,ESC.PROV.CNEL.F.DE BEDOYA - RAYO CORTADO,3,6488,6490,743,ESC.PROV.CNEL.F.DE BEDOYA,RAYO CORTADO,RAYO CORTADO,Córdoba,Argentina,"RAYO CORTADO, RAYO CORTADO, Córdoba, Argentina","-30,049753","-63,802963","Rayo Cortado, Córdoba, Argentina",Match,Google
24,TOTORAL,351A,LA PAMPA,ESC PROV BERNARDINO RIVADAVIA - PUBLICA S/N,3,8275,8277,729,ESC PROV BERNARDINO RIVADAVIA,PUBLICA S/N,LA PAMPA,Córdoba,Argentina,"PUBLICA S/N, LA PAMPA, Córdoba, Argentina",,,,No Match,Google
4,CRUZ DEL EJE,42,BAÑADO DE SOTO,ESCUELA PROV.M. MORENO - PUBLICA S/N,3,4071,4073,722,ESCUELA PROV.M. MORENO,PUBLICA S/N,BAÑADO DE SOTO,Córdoba,Argentina,"PUBLICA S/N, BAÑADO DE SOTO, Córdoba, Argentina",,,,No Match,Google
13,RIO CUARTO,184A,MONTE DE LOS GAUCHOS,ESC.PROV.M.BELGRANO - SARMIENTO,3,5997,5999,717,ESC.PROV.M.BELGRANO,SARMIENTO,MONTE DE LOS GAUCHOS,Córdoba,Argentina,"SARMIENTO, MONTE DE LOS GAUCHOS, Córdoba, Argentina",,,,No Match,Google
18,SAN ALBERTO,263C,ARROYO DE LOS PATOS,ESC J V LOPEZ(EX-NAC N°493) - RUTA N°14 Y ESMERALDA,3,6948,6950,713,ESC J V LOPEZ(EX-NAC N°493),RUTA N°14 Y ESMERALDA,ARROYO DE LOS PATOS,Córdoba,Argentina,"RUTA N°14 Y ESMERALDA, ARROYO DE LOS PATOS, Córdoba, Argentina",,,,No Match,Google
20,SAN JUSTO,313,SEEBER,ESCUELA N°149(HOY:JOSE SEEBER) - SEEBER,3,7669,7671,706,ESCUELA N°149(HOY:JOSE SEEBER),SEEBER,SEEBER,Córdoba,Argentina,"SEEBER, SEEBER, Córdoba, Argentina","-30,9246693","-61,9739364","Seeber, Córdoba, Argentina",Match,Google
12,PUNILLA,151,CHARBONIER,ESC P ALBARRACIN DE SARMIENTO - PUBLICA S/N,3,5333,5335,704,ESC P ALBARRACIN DE SARMIENTO,PUBLICA S/N,CHARBONIER,Córdoba,Argentina,"PUBLICA S/N, CHARBONIER, Córdoba, Argentina","-30,7749768","-64,5898924","Calle Publica, San Marcos Sierras, Córdoba, Argentina",Match,Google
1,CAPITAL,11G,PARQUE REPUBLICA,JARDIN TTE. AVILA - ALTO ALEGRE 1050,2,1956,1957,692,JARDIN TTE. AVILA,ALTO ALEGRE 1050,Córdoba,Córdoba,Argentina,"ALTO ALEGRE 1050, Córdoba, Córdoba, Argentina","-31,415512","-64,2638407","Alto Alegre 1050, Córdoba, Argentina",Match,Google
3,COLON,41A,SALDAN,JARDIN NOGAL HISTORICO - 25 DE MAYO 109,2,4036,4037,692,JARDIN NOGAL HISTORICO,25 DE MAYO 109,SALDAN,Córdoba,Argentina,"25 DE MAYO 109, SALDAN, Córdoba, Argentina","-31,2944079","-64,2963128","25 de Mayo 109, X5105GGD Villa Allende, Córdoba, Argentina",Partial Match,Google
26,UNION,375,BELL VILLE,CENTRO POLIVALENTE DE ARTE - INTENDENTE MARTIN BARCIA 845,2,8476,8477,688,CENTRO POLIVALENTE DE ARTE,INTENDENTE MARTIN BARCIA 845,BELL VILLE,Córdoba,Argentina,"INTENDENTE MARTIN BARCIA 845, BELL VILLE, Córdoba, Argentina",,,,No Match,Google
20,SAN JUSTO,315,VIGNAUD,COL MARIA AUXILIADORA - ANA PASSADORE 611,2,7681,7682,685,COL MARIA AUXILIADORA,ANA PASSADORE 611,VIGNAUD,Córdoba,Argentina,"ANA PASSADORE 611, VIGNAUD, Córdoba, Argentina","-30,8407521","-61,9564581","Ana Passadore, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,11I,RESIDENCIAL SAN ROQUE,J DE INF MAURO FERNANDEZ - GONZALEZ ALBARRACIN Y R ARIAS RSR,2,2008,2009,682,J DE INF MAURO FERNANDEZ,GONZALEZ ALBARRACIN Y R ARIAS RSR,Córdoba,Córdoba,Argentina,"GONZALEZ ALBARRACIN Y R ARIAS RSR, Córdoba, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,10E,ESTACION FLORES,J DE INF CADETES FUERZA AEREA - LEOPOLDO CASAVEGA 2320,2,1352,1353,678,J DE INF CADETES FUERZA AEREA,LEOPOLDO CASAVEGA 2320,Córdoba,Córdoba,Argentina,"LEOPOLDO CASAVEGA 2320, Córdoba, Córdoba, Argentina","-31,4360598","-64,2513157","Leopoldo Casavega 2320, Córdoba, Argentina",Match,Google
1,CAPITAL,10B,CIUDADELA,J DE INF REPUBLICA DE SIRIA - VIRGILIO MOYANO 830,2,1299,1300,676,J DE INF REPUBLICA DE SIRIA,VIRGILIO MOYANO 830,Córdoba,Córdoba,Argentina,"VIRGILIO MOYANO 830, Córdoba, Córdoba, Argentina","-31,4485784","-64,2079123","Dr. Virgilio Moyano 830, X5016BWR Córdoba, Argentina",Partial Match,Google
9,MARCOS JUAREZ,130,LA ITALIANA,ESC.PROV.GRAL SAN MARTIN - ISLAS MALVINAS,2,5035,5036,674,ESC.PROV.GRAL SAN MARTIN,ISLAS MALVINAS,LA ITALIANA,Córdoba,Argentina,"ISLAS MALVINAS, LA ITALIANA, Córdoba, Argentina",,,,"FAILED SCRIPT: Lo sentimos, se produjo un error en el servidor. Aguarde un momento e inténtelo de nuevo.",Google
3,COLON,38,SALSIPUEDES,JARDIN LA RECONQUISTA - RIVADAVIA,2,3832,3833,672,JARDIN LA RECONQUISTA,RIVADAVIA,SALSIPUEDES,Córdoba,Argentina,"RIVADAVIA, SALSIPUEDES, Córdoba, Argentina","-31,1364185","-64,2796965","Rivadavia, Córdoba, Argentina",Partial Match,Google
16,RIO SEGUNDO,230A,CALCHIN OESTE,ESC.PROV.M.BELGRANO - CALCHIN OESTE,2,6529,6530,668,ESC.PROV.M.BELGRANO,CALCHIN OESTE,CALCHIN OESTE,Córdoba,Argentina,"CALCHIN OESTE, CALCHIN OESTE, Córdoba, Argentina","-31,6682192","-63,199948","Calchín, Córdoba, Argentina",Match,Google
20,SAN JUSTO,307,QUEBRACHO HERRADO,ESC.PROV.AYACUCHO - SARMIENTO,2,7488,7489,658,ESC.PROV.AYACUCHO,SARMIENTO,QUEBRACHO HERRADO,Córdoba,Argentina,"SARMIENTO, QUEBRACHO HERRADO, Córdoba, Argentina","-31,5513133","-62,2261444","Sarmiento, Córdoba, Argentina",Partial Match,Google
8,JUAREZ CELMAN,114,OLAETA,ESCUELA PROV.FRENCH Y BERUTTI - 25 DE MAYO 135,2,4878,4879,656,ESCUELA PROV.FRENCH Y BERUTTI,25 DE MAYO 135,OLAETA,Córdoba,Argentina,"25 DE MAYO 135, OLAETA, Córdoba, Argentina","-33,0447339","-63,905561","25 de Mayo, Olaeta, Córdoba, Argentina",Partial Match,Google
25,TULUMBA,368,SAN JOSE DE LAS SALINAS,ESC.PROV.V.MERCANTE - ONCATIVO,2,8355,8356,654,ESC.PROV.V.MERCANTE,ONCATIVO,SAN JOSE DE LAS SALINAS,Córdoba,Argentina,"ONCATIVO, SAN JOSE DE LAS SALINAS, Córdoba, Argentina","-30,0074977","-64,6237231","Oncativo, San José de Las Salinas, Córdoba, Argentina",Match,Google
24,TOTORAL,358,SITON,ESC.PROV.24 DE SEPTIEMBRE - 8 DE DICIEMBRE S/N,2,8297,8298,653,ESC.PROV.24 DE SEPTIEMBRE,8 DE DICIEMBRE S/N,SITON,Córdoba,Argentina,"8 DE DICIEMBRE S/N, SITON, Córdoba, Argentina",,,,No Match,Google
26,UNION,382,CHILIBROSTE,ESC PROV B QUINQUELA MARTIN - SANTA FE S/N,2,8510,8511,653,ESC PROV B QUINQUELA MARTIN,SANTA FE S/N,CHILIBROSTE,Córdoba,Argentina,"SANTA FE S/N, CHILIBROSTE, Córdoba, Argentina",,,,"FAILED SCRIPT: Lo sentimos, se produjo un error en el servidor. Aguarde un momento e inténtelo de nuevo.",Google
21,SANTA MARIA,330,SAN ISIDRO,ESC.PROV.M.MORENO - PUBLICA,2,7948,7949,650,ESC.PROV.M.MORENO,PUBLICA,SAN ISIDRO,Córdoba,Argentina,"PUBLICA, SAN ISIDRO, Córdoba, Argentina",,,,No Match,Google
21,SANTA MARIA,318,RAFAEL GARCIA,ESC.PROV.FRENCH Y BERUTTI - SARMIENTO Y BERUTTI,2,7857,7858,648,ESC.PROV.FRENCH Y BERUTTI,SARMIENTO Y BERUTTI,RAFAEL GARCIA,Córdoba,Argentina,"SARMIENTO Y BERUTTI, RAFAEL GARCIA, Córdoba, Argentina",,,,No Match,Google
6,GRAL SAN MARTIN,86,SILVIO PELLICO,ESC.PROV.M.GUEMES - ANTONIO CONRERO 24,2,4374,4375,633,ESC.PROV.M.GUEMES,ANTONIO CONRERO 24,SILVIO PELLICO,Córdoba,Argentina,"ANTONIO CONRERO 24, SILVIO PELLICO, Córdoba, Argentina",,,,No Match,Google
9,MARCOS JUAREZ,119,ALEJO LEDESMA,ESCUELA N.AVELLANEDA - HIPOLITO YRIGOYEN,2,4912,4913,632,ESCUELA N.AVELLANEDA,HIPOLITO YRIGOYEN,ALEJO LEDESMA,Córdoba,Argentina,"HIPOLITO YRIGOYEN, ALEJO LEDESMA, Córdoba, Argentina",,,,No Match,Google
2,CALAMUCHITA,18,LA CRUZ,INST DR D VELEZ SARSFIELD - SARMIENTO 236,2,3287,3288,631,INST DR D VELEZ SARSFIELD,SARMIENTO 236,LA CRUZ,Córdoba,Argentina,"SARMIENTO 236, LA CRUZ, Córdoba, Argentina","-32,3021082","-64,4829766","Sarmiento 236, La Cruz, Córdoba, Argentina",Match,Google
26,UNION,386,GOULD,ESC R VERA PEÑALOZA - GOULD,2,8521,8522,628,ESC R VERA PEÑALOZA,GOULD,GOULD,Córdoba,Argentina,"GOULD, GOULD, Córdoba, Argentina","-33,5889903","-62,7292903","Benjamín Gould, Córdoba, Argentina",Match,Google
23,TERCERO ARRIBA,343,LOS ZORROS,ESC VICENTE LOPEZ Y PLANES - SAN MARTIN 346,2,8086,8087,621,ESC VICENTE LOPEZ Y PLANES,SAN MARTIN 346,LOS ZORROS,Córdoba,Argentina,"SAN MARTIN 346, LOS ZORROS, Córdoba, Argentina",,,,No Match,Google
21,SANTA MARIA,326C,SAN NICOLAS,JARDIN MARTIN M DE GUEMES - PUBLICA S/N,2,7936,7937,614,JARDIN MARTIN M DE GUEMES,PUBLICA S/N,SAN NICOLAS,Córdoba,Argentina,"PUBLICA S/N, SAN NICOLAS, Córdoba, Argentina",,,,No Match,Google
7,ISCHILIN,94,CHUÑA,ESC PROV GRAL M GUEMES - PUBLICA S/N,2,4667,4668,601,ESC PROV GRAL M GUEMES,PUBLICA S/N,CHUÑA,Córdoba,Argentina,"PUBLICA S/N, CHUÑA, Córdoba, Argentina",,,,No Match,Google
25,TULUMBA,369,SAN PEDRO NORTE,ESC MANUEL BELGRANO - 9 DE JULIO S/N,2,8357,8358,600,ESC MANUEL BELGRANO,9 DE JULIO S/N,SAN PEDRO NORTE,Córdoba,Argentina,"9 DE JULIO S/N, SAN PEDRO NORTE, Córdoba, Argentina",,,,No Match,Google
6,GRAL SAN MARTIN,80,LUCA,ESC.PROV.J.V.GONZALEZ - 9 DE JULIO 350,2,4364,4365,587,ESC.PROV.J.V.GONZALEZ,9 DE JULIO 350,LUCA,Córdoba,Argentina,"9 DE JULIO 350, LUCA, Córdoba, Argentina","-32,5419176","-63,477922","9 de Julio, Luca, Córdoba, Argentina",Partial Match,Google
12,PUNILLA,158A,CABALANGO,ESC.PROV.D. FRENCH - CALLE 10,2,5672,5673,585,ESC.PROV.D. FRENCH,CALLE 10,CABALANGO,Córdoba,Argentina,"CALLE 10, CABALANGO, Córdoba, Argentina",,,,No Match,Google
17,ROQUE SAENZ PEÑA,258,VILLA ROSSI,ESCUELA N°105(JOSE RUBIROLA) - VILLA ROSSI,2,6882,6883,581,ESCUELA N°105(JOSE RUBIROLA),VILLA ROSSI,VILLA ROSSI,Córdoba,Argentina,"VILLA ROSSI, VILLA ROSSI, Córdoba, Argentina","-34,2992447","-63,268677","Villa Rossi, Córdoba, Argentina",Match,Google
7,ISCHILIN,96A,OLIVARES SAN NICOLAS,ESC.PROV.GUIDO SPANO - PUBLICA,2,4725,4726,579,ESC.PROV.GUIDO SPANO,PUBLICA,OLIVARES SAN NICOLAS,Córdoba,Argentina,"PUBLICA, OLIVARES SAN NICOLAS, Córdoba, Argentina",,,,No Match,Google
21,SANTA MARIA,330A,JOSE DE LA QUINTANA,ESCUELA DE MINERIA - JOSE DE LA QUINTANA,2,7950,7951,578,ESCUELA DE MINERIA,JOSE DE LA QUINTANA,JOSE DE LA QUINTANA,Córdoba,Argentina,"JOSE DE LA QUINTANA, JOSE DE LA QUINTANA, Córdoba, Argentina","-31,8023266","-64,4177733","José de la Quintana, Córdoba, Argentina",Match,Google
6,GRAL SAN MARTIN,82,PALESTINA,ESC PROV CMTE L PIEDRABUENA - FELIPE LORENZATTI 875,2,4367,4368,568,ESC PROV CMTE L PIEDRABUENA,FELIPE LORENZATTI 875,PALESTINA,Córdoba,Argentina,"FELIPE LORENZATTI 875, PALESTINA, Córdoba, Argentina",,,,No Match,Google
2,CALAMUCHITA,15A,VILLA AMANCAY,ESC.PROV.R.SAENZ PEÑA - CALLE 6,2,3256,3257,567,ESC.PROV.R.SAENZ PEÑA,CALLE 6,VILLA AMANCAY,Córdoba,Argentina,"CALLE 6, VILLA AMANCAY, Córdoba, Argentina","-31,4471476","-64,1210462","Av. Gdor. Amadeo Sabattini, Córdoba, Argentina",Match,Google
13,RIO CUARTO,194,WASHINGTON,ESCUELA N°359 - WASHINGTON,3,6339,6340,563,ESCUELA N°359,WASHINGTON,WASHINGTON,Córdoba,Argentina,"WASHINGTON, WASHINGTON, Córdoba, Argentina","-33,8758519","-64,6888432","Boulevard Washington, Washington, Córdoba, Argentina",Partial Match,Google
23,TERCERO ARRIBA,337A,CNIA ALMADA,ESC PROV JUAN B ALBERDI - SANTA ROSA 171,2,8017,8018,562,ESC PROV JUAN B ALBERDI,SANTA ROSA 171,CNIA ALMADA,Córdoba,Argentina,"SANTA ROSA 171, CNIA ALMADA, Córdoba, Argentina",,,,No Match,Google
13,RIO CUARTO,193,TOSQUITA,ESC.PROV.J.M.ESTRADA - AVELLANEDA 181,2,6337,6338,552,ESC.PROV.J.M.ESTRADA,AVELLANEDA 181,TOSQUITA,Córdoba,Argentina,"AVELLANEDA 181, TOSQUITA, Córdoba, Argentina",,,,No Match,Google
20,SAN JUSTO,306,PROSPERIDAD,ESC PROV SANTIAGO DERQUI - JUAREZ CELMAN 357,2,7486,7487,548,ESC PROV SANTIAGO DERQUI,JUAREZ CELMAN 357,PROSPERIDAD,Córdoba,Argentina,"JUAREZ CELMAN 357, PROSPERIDAD, Córdoba, Argentina",,,,No Match,Google
22,SOBREMONTE,332,POZO NUEVO,ESC.PROV.FCO.PASCACIO MORENO - POZO NUEVO,2,7966,7967,547,ESC.PROV.FCO.PASCACIO MORENO,POZO NUEVO,POZO NUEVO,Córdoba,Argentina,"POZO NUEVO, POZO NUEVO, Córdoba, Argentina",,,,No Match,Google
17,ROQUE SAENZ PEÑA,255,ROSALES,ESC.PROV.P.B.PALACIOS - CORRIENTES,2,6870,6871,545,ESC.PROV.P.B.PALACIOS,CORRIENTES,ROSALES,Córdoba,Argentina,"CORRIENTES, ROSALES, Córdoba, Argentina","-34,1736488","-63,1526084","Corrientes, Córdoba, Argentina",Partial Match,Google
18,SAN ALBERTO,263D,LAS CALLES,ESC.PROV.M.A DE CARRANZA PREGO - LAS CALLES,2,6951,6952,535,ESC.PROV.M.A DE CARRANZA PREGO,LAS CALLES,LAS CALLES,Córdoba,Argentina,"LAS CALLES, LAS CALLES, Córdoba, Argentina","-31,8236702","-64,9716642","Las Calles, Córdoba, Argentina",Match,Google
26,UNION,390,MONTE LEÑA,ESC.PROV.D.F.SARMIENTO - CARDO 146,2,8544,8545,530,ESC.PROV.D.F.SARMIENTO,CARDO 146,MONTE LEÑA,Córdoba,Argentina,"CARDO 146, MONTE LEÑA, Córdoba, Argentina","-32,6110294","-62,5888455","Cardo, Córdoba, Argentina",Partial Match,Google
4,CRUZ DEL EJE,48,LA HIGUERA,ESC PROV GRAL SAN MARTIN - RUTA PROVINCIAL N°15 S/N,2,4168,4169,509,ESC PROV GRAL SAN MARTIN,RUTA PROVINCIAL N°15 S/N,LA HIGUERA,Córdoba,Argentina,"RUTA PROVINCIAL N°15 S/N, LA HIGUERA, Córdoba, Argentina",,,,No Match,Google
14,RIO PRIMERO,200,DIEGO DE ROJAS,ESC M.C.CALDECOT DE ARGUELLO - FIGUEROA ALCORTA S/N,2,6349,6350,508,ESC M.C.CALDECOT DE ARGUELLO,FIGUEROA ALCORTA S/N,DIEGO DE ROJAS,Córdoba,Argentina,"FIGUEROA ALCORTA S/N, DIEGO DE ROJAS, Córdoba, Argentina","-31,028385","-63,3402643","Figueroa Alcorta, Diego de Rojas, Córdoba, Argentina",Partial Match,Google
19,SAN JAVIER,274A,LA POBLACION,ESCUELA PROVINCIAL - PUBLICA S/N,2,7123,7124,503,ESCUELA PROVINCIAL,PUBLICA S/N,LA POBLACION,Córdoba,Argentina,"PUBLICA S/N, LA POBLACION, Córdoba, Argentina",,,,No Match,Google
7,ISCHILIN,91,AVELLANEDA,ESC.PROV.FRAY M. ESQUIU - PUBLICA S/N,2,4658,4659,501,ESC.PROV.FRAY M. ESQUIU,PUBLICA S/N,AVELLANEDA,Córdoba,Argentina,"PUBLICA S/N, AVELLANEDA, Córdoba, Argentina",,,,No Match,Google
11,POCHO,145,POCHO,ESC.PROV.D.FRENCH - PUBLICA,2,5200,5201,488,ESC.PROV.D.FRENCH,PUBLICA,POCHO,Córdoba,Argentina,"PUBLICA, POCHO, Córdoba, Argentina",,,,No Match,Google
21,SANTA MARIA,327,MONTE RALO,ESC.DELL'ARMELLINA - ITALIA,2,7938,7939,481,ESC.DELL'ARMELLINA,ITALIA,MONTE RALO,Córdoba,Argentina,"ITALIA, MONTE RALO, Córdoba, Argentina",,,,No Match,Google
12,PUNILLA,156B,CUESTA BLANCA,LOCAL COMUNAL - CUESTA BLANCA,2,5607,5608,477,LOCAL COMUNAL,CUESTA BLANCA,CUESTA BLANCA,Córdoba,Argentina,"CUESTA BLANCA, CUESTA BLANCA, Córdoba, Argentina","-31,482222","-64,5725","Cuesta Blanca, Córdoba, Argentina",Partial Match,Google
13,RIO CUARTO,192,SUCO,ESC R ESCALADA DE SAN MARTIN - SUCO,2,6335,6336,473,ESC R ESCALADA DE SAN MARTIN,SUCO,SUCO,Córdoba,Argentina,"SUCO, SUCO, Córdoba, Argentina","-33,4407592","-64,8310838","Suco, Córdoba, Argentina",Match,Google
21,SANTA MARIA,316D,LA SERRANITA,ESC GENERAL MANUEL BELGRANO - LA SERRANITA,2,7826,7827,471,ESC GENERAL MANUEL BELGRANO,LA SERRANITA,LA SERRANITA,Córdoba,Argentina,"LA SERRANITA, LA SERRANITA, Córdoba, Argentina","-31,7323533","-64,4553789","Avenida Los Incas S/N, 5189 Villa Serranita, Córdoba, Argentina",Match,Google
16,RIO SEGUNDO,242,RINCON,ESC PROV NICOLAS AVELLANEDA - RINCON,2,6687,6688,469,ESC PROV NICOLAS AVELLANEDA,RINCON,RINCON,Córdoba,Argentina,"RINCON, RINCON, Córdoba, Argentina","-31,5969394","-63,6168424","Rincón, Córdoba, Argentina",Match,Google
13,RIO CUARTO,178A,LAS ALBAHACAS,ESC.C.G. DE REZZANO - CALLE 11,2,5916,5917,463,ESC.C.G. DE REZZANO,CALLE 11,LAS ALBAHACAS,Córdoba,Argentina,"CALLE 11, LAS ALBAHACAS, Córdoba, Argentina",,,,No Match,Google
15,RIO SECO,227A,RINCONADA,ESC PROV GUILLERMO BROWN - PUBLICA S/N,2,6491,6492,463,ESC PROV GUILLERMO BROWN,PUBLICA S/N,RINCONADA,Córdoba,Argentina,"PUBLICA S/N, RINCONADA, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,13L,VILLA GRAN PARQUE,ESC JORGE WASHINGTON ABALOS - CNO J MARIA KM 8 1/2,2,2867,2868,461,ESC JORGE WASHINGTON ABALOS,CNO J MARIA KM 8 1/2,Córdoba,Córdoba,Argentina,"CNO J MARIA KM 8 1/2, Córdoba, Córdoba, Argentina","-31,427369","-64,1888232","Av. J. M. de Pueyrredón 1, X5000BRA Córdoba, Argentina",Partial Match,Google
25,TULUMBA,367,ROSARIO DEL SALADILLO,ESC.PROV.D.F.SARMIENTO - JAVIER GARCIA,2,8353,8354,451,ESC.PROV.D.F.SARMIENTO,JAVIER GARCIA,ROSARIO DEL SALADILLO,Córdoba,Argentina,"JAVIER GARCIA, ROSARIO DEL SALADILLO, Córdoba, Argentina",,,,No Match,Google
15,RIO SECO,226,LOS HOYOS,ESC PRO MARTIN GUEMES - PUBLICA S/N,2,6484,6485,447,ESC PRO MARTIN GUEMES,PUBLICA S/N,LOS HOYOS,Córdoba,Argentina,"PUBLICA S/N, LOS HOYOS, Córdoba, Argentina",,,,No Match,Google
22,SOBREMONTE,333,CAMINIAGA,ESC V LOPEZ Y PLANES - CAMINIAGA,2,7968,7969,442,ESC V LOPEZ Y PLANES,CAMINIAGA,CAMINIAGA,Córdoba,Argentina,"CAMINIAGA, CAMINIAGA, Córdoba, Argentina","-30,0674509","-64,0507244","Plaza Principal de Caminiaga, Caminiaga, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,13M,CAMINO A COLONIA TIROLESA,ESC OLEGARIO V ANDRADE - CNO SGO DEL ESTERO KM 7 1/2,2,2869,2870,431,ESC OLEGARIO V ANDRADE,CNO SGO DEL ESTERO KM 7 1/2,Córdoba,Córdoba,Argentina,"CNO SGO DEL ESTERO KM 7 1/2, Córdoba, Córdoba, Argentina","-31,4179452","-64,1774378","Santiago del Estero 1, X5022FOA Córdoba, Argentina",Partial Match,Google
13,RIO CUARTO,169,CHUCUL,ESC SUBTTE RODOLFO H BERDINA - AV SAN MARTIN S/N,2,5873,5874,431,ESC SUBTTE RODOLFO H BERDINA,AV SAN MARTIN S/N,CHUCUL,Córdoba,Argentina,"AV SAN MARTIN S/N, CHUCUL, Córdoba, Argentina","-32,9911","-64,1430188","Avenida Gral San Martin, Córdoba, Argentina",Partial Match,Google
