id seccion,nombre seccion,id circuito,nombre circuito,escuela original,mesas,desde,hasta,electores,escuela,direccion,ciudad,provincia,pais,para geo,,,,,
2,CALAMUCHITA,24A,VILLA DEL DIQUE,ESC.PROV.ALMIRANTE BROWN - SARMIENTO 279,11,3353,3363,3550,ESC.PROV.ALMIRANTE BROWN,SARMIENTO 279,VILLA DEL DIQUE,Córdoba,Argentina,"SARMIENTO 279, VILLA DEL DIQUE, Córdoba, Argentina","-32,179937","-64,4599888","Sarmiento, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,10F,MATIENZO,ESC AERONAUTICA ARGENTINA - ESMERALDA/CAP GRELLA,10,1371,1380,3470,ESC AERONAUTICA ARGENTINA,ESMERALDA/CAP GRELLA,Córdoba,Córdoba,Argentina,"ESMERALDA/CAP GRELLA, Córdoba, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,10L,VILLA EL LIBERTADOR,ESC MARTA JUANA GONZALEZ - DEFENSA Y CACHEUTA 1091,10,1604,1613,3470,ESC MARTA JUANA GONZALEZ,DEFENSA Y CACHEUTA 1091,Córdoba,Córdoba,Argentina,"DEFENSA Y CACHEUTA 1091, Córdoba, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,11A,ALTO ALBERDI,ESC SUP DE COMERCIO H VIEYTES - CASEROS Y VIEYTES,10,1699,1708,3470,ESC SUP DE COMERCIO H VIEYTES,CASEROS Y VIEYTES,Córdoba,Córdoba,Argentina,"CASEROS Y VIEYTES, Córdoba, Córdoba, Argentina","-31,4092441","-64,2132214","Hipólito Vieytes & Caseros, Córdoba, Argentina",Partial Match,Google
3,COLON,41,VILLA ALLENDE,COLEGIO MARYLAND - GUEMES ESQ ALBERTI,10,3948,3957,3470,COLEGIO MARYLAND,GUEMES ESQ ALBERTI,VILLA ALLENDE,Córdoba,Argentina,"GUEMES ESQ ALBERTI, VILLA ALLENDE, Córdoba, Argentina","-31,2881765","-64,2981065","Güemes & Alberti, X5105 Villa Allende, Córdoba, Argentina",Match,Google
6,GRAL SAN MARTIN,89,VILLA MARIA,ESCUELA J.MARMOL - NAC. UNIDAS 385,10,4394,4403,3470,ESCUELA J.MARMOL,NAC. UNIDAS 385,VILLA MARIA,Córdoba,Argentina,"NAC. UNIDAS 385, VILLA MARIA, Córdoba, Argentina","-32,4129989","-63,2534383","Av. Naciones Unidas 385, Villa María, Córdoba, Argentina",Partial Match,Google
6,GRAL SAN MARTIN,89,VILLA MARIA,ESC.REP.DEL PARAGUAY - CHILE 565,10,4416,4425,3470,ESC.REP.DEL PARAGUAY,CHILE 565,VILLA MARIA,Córdoba,Argentina,"CHILE 565, VILLA MARIA, Córdoba, Argentina","-32,4038128","-63,245077","Chile 565, Villa María, Córdoba, Argentina",Match,Google
13,RIO CUARTO,188,RIO CUARTO,ESC FLORENTINO AMEGHINO - 9 DE JULIO 314,10,6115,6124,3470,ESC FLORENTINO AMEGHINO,9 DE JULIO 314,RIO CUARTO,Córdoba,Argentina,"9 DE JULIO 314, RIO CUARTO, Córdoba, Argentina","-33,1186305","-64,3533226","9 de Julio 314, X5800BKG Río Cuarto, Córdoba, Argentina",Match,Google
13,RIO CUARTO,188,RIO CUARTO,ESC 21 DE JULIO - BAIGORRIA 552,10,6196,6205,3470,ESC 21 DE JULIO,BAIGORRIA 552,RIO CUARTO,Córdoba,Argentina,"BAIGORRIA 552, RIO CUARTO, Córdoba, Argentina","-33,1230311","-64,3422759","Baigorria 552, X5800 Río Cuarto, Córdoba, Argentina",Match,Google
20,SAN JUSTO,310,SAN FRANCISCO SECC. SUR,ESC GENERAL MITRE - SANTA FE 538,10,7517,7526,3470,ESC GENERAL MITRE,SANTA FE 538,SAN FRANCISCO SECC. SUR,Córdoba,Argentina,"SANTA FE 538, SAN FRANCISCO SECC. SUR, Córdoba, Argentina",,,,No Match,Google
20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,ESC DOMINGO F SARMIENTO - ALMAFUERTE 104,10,7603,7612,3470,ESC DOMINGO F SARMIENTO,ALMAFUERTE 104,SAN FRANCISCO SECC. NORTE,Córdoba,Argentina,"ALMAFUERTE 104, SAN FRANCISCO SECC. NORTE, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,10L,VILLA EL LIBERTADOR,IPEM 123BLANCA ECHEMENDI - IBARRA ESQUINA COSQUIN,10,1652,1661,3466,IPEM 123BLANCA ECHEMENDI,IBARRA ESQUINA COSQUIN,Córdoba,Córdoba,Argentina,"IBARRA ESQUINA COSQUIN, Córdoba, Córdoba, Argentina","-31,4719781","-64,2191108","Carmelo Ibarra & Calle Cosquin, Córdoba, Argentina",Partial Match,Google
12,PUNILLA,156,VILLA CARLOS PAZ,ESC ISLA DE LOS ESTADOS - LOS CEIBOS S/N,10,5467,5476,3464,ESC ISLA DE LOS ESTADOS,LOS CEIBOS S/N,VILLA CARLOS PAZ,Córdoba,Argentina,"LOS CEIBOS S/N, VILLA CARLOS PAZ, Córdoba, Argentina","-31,4225996","-64,516314","Los Ceibos, Villa Carlos Paz, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,11G,PARQUE REPUBLICA,ESC ATILIO ARGÜELLO - PUBLICA S/N,10,1946,1955,3460,ESC ATILIO ARGÜELLO,PUBLICA S/N,Córdoba,Córdoba,Argentina,"PUBLICA S/N, Córdoba, Córdoba, Argentina","-31,4621126","-64,1571841","Calle Publica, Córdoba, Argentina",Partial Match,Google
3,COLON,35,MALVINAS ARGENTINAS,ESC.CAP.LUIS C.CANDELARIA - MALVINAS ARGENTINAS,10,3732,3741,3460,ESC.CAP.LUIS C.CANDELARIA,MALVINAS ARGENTINAS,MALVINAS ARGENTINAS,Córdoba,Argentina,"MALVINAS ARGENTINAS, MALVINAS ARGENTINAS, Córdoba, Argentina","-31,3791924","-64,0539474","Malvinas Argentinas, Cordoba, Argentina",Match,Google
3,COLON,40,UNQUILLO,INST.PARROQ.NTA.SRA DE LOURDES - JUAN MILICH,10,3904,3913,3460,INST.PARROQ.NTA.SRA DE LOURDES,JUAN MILICH,UNQUILLO,Córdoba,Argentina,"JUAN MILICH, UNQUILLO, Córdoba, Argentina","-31,2374087","-64,3108907","Juan E Milich s/n, Unquillo, Córdoba, Argentina",Match,Google
3,COLON,41,VILLA ALLENDE,INSTITUTO NTA.SRA. DE LUJAN - AV.SAN MARTIN 1070,10,4018,4027,3460,INSTITUTO NTA.SRA. DE LUJAN,AV.SAN MARTIN 1070,VILLA ALLENDE,Córdoba,Argentina,"AV.SAN MARTIN 1070, VILLA ALLENDE, Córdoba, Argentina","-31,3027818","-64,30509","Av. San Martín 1070, Villa Allende, Córdoba, Argentina",Match,Google
12,PUNILLA,156,VILLA CARLOS PAZ,INST INDUSTRIAL CRISTO OBRERO - FLORENCIO SANCHEZ S/N,10,5529,5538,3460,INST INDUSTRIAL CRISTO OBRERO,FLORENCIO SANCHEZ S/N,VILLA CARLOS PAZ,Córdoba,Argentina,"FLORENCIO SANCHEZ S/N, VILLA CARLOS PAZ, Córdoba, Argentina","-31,430176","-64,488893","Florencio Sanchez s/n, 5152 Villa Carlos Paz, Córdoba, Argentina",Match,Google
12,PUNILLA,156,VILLA CARLOS PAZ,IPEM N° 365-DR RENE FAVALORO - GOBERNADOR ALVAREZ 131,10,5547,5556,3460,IPEM N° 365-DR RENE FAVALORO,GOBERNADOR ALVAREZ 131,VILLA CARLOS PAZ,Córdoba,Argentina,"GOBERNADOR ALVAREZ 131, VILLA CARLOS PAZ, Córdoba, Argentina","-31,4030819","-64,4759343","Gdor. Álvarez 131, X5152 Villa Carlos Paz, Córdoba, Argentina",Match,Google
13,RIO CUARTO,188,RIO CUARTO,ESC VELEZ SARSFIELD - MENDOZA 1502,10,6259,6268,3460,ESC VELEZ SARSFIELD,MENDOZA 1502,RIO CUARTO,Córdoba,Argentina,"MENDOZA 1502, RIO CUARTO, Córdoba, Argentina","-33,1306429","-64,3560255","Mendoza 1502, X5800 Río Cuarto, Córdoba, Argentina",Match,Google
17,ROQUE SAENZ PEÑA,248,LABOULAYE,ESC GRAL CONRADO VILLEGAS - INTENDENTE FENOGLIO 344,10,6800,6809,3460,ESC GRAL CONRADO VILLEGAS,INTENDENTE FENOGLIO 344,LABOULAYE,Córdoba,Argentina,"INTENDENTE FENOGLIO 344, LABOULAYE, Córdoba, Argentina","-34,1253255","-63,3981938","Int. Fenoglio 344, Laboulaye, Córdoba, Argentina",Match,Google
17,ROQUE SAENZ PEÑA,248,LABOULAYE,IPEM 257 DR RENE FAVALORO - AV INDEPENDENCIA 512,10,6824,6833,3460,IPEM 257 DR RENE FAVALORO,AV INDEPENDENCIA 512,LABOULAYE,Córdoba,Argentina,"AV INDEPENDENCIA 512, LABOULAYE, Córdoba, Argentina","-34,1336495","-63,3914857","Av. Independencia 512, Laboulaye, Córdoba, Argentina",Match,Google
20,SAN JUSTO,310,SAN FRANCISCO SECC. SUR,ESCUELA 2 DE ABRIL - FALUCHO Y PEATONAL LARREA N S/N,10,7540,7549,3460,ESCUELA 2 DE ABRIL,FALUCHO Y PEATONAL LARREA N S/N,SAN FRANCISCO SECC. SUR,Córdoba,Argentina,"FALUCHO Y PEATONAL LARREA N S/N, SAN FRANCISCO SECC. SUR, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,6C,GRAL PAZ,IPET N°10 COM MARTIN RIVADAVIA - 25 DE MAYO Y ROMA,10,607,616,3457,IPET N°10 COM MARTIN RIVADAVIA,25 DE MAYO Y ROMA,Córdoba,Córdoba,Argentina,"25 DE MAYO Y ROMA, Córdoba, Córdoba, Argentina","-31,4141441","-64,1631704","25 de Mayo & Roma, Córdoba, Argentina",Match,Google
17,ROQUE SAENZ PEÑA,248,LABOULAYE,ESC JUAN PASCUAL PRINGLES - AV INDEPENDENCIA 284,10,6834,6843,3457,ESC JUAN PASCUAL PRINGLES,AV INDEPENDENCIA 284,LABOULAYE,Córdoba,Argentina,"AV INDEPENDENCIA 284, LABOULAYE, Córdoba, Argentina","-34,128893","-63,3901194","Av. Independencia 284, Laboulaye, Córdoba, Argentina",Match,Google
12,PUNILLA,148,CAPILLA DEL MONTE,ESC ESP JUAN MANUEL FERNANDEZ - AV PUEYRREDON 131,10,5262,5271,3455,ESC ESP JUAN MANUEL FERNANDEZ,AV PUEYRREDON 131,CAPILLA DEL MONTE,Córdoba,Argentina,"AV PUEYRREDON 131, CAPILLA DEL MONTE, Córdoba, Argentina","-30,8574974","-64,5213575","Pueyrredón 131, X5184AAB Capilla del Monte, Córdoba, Argentina",Match,Google
1,CAPITAL,11E,LOS PLATANOS,ESC PADRE T GAMBINO - OCHO ESQ NUEVE,10,1886,1895,3454,ESC PADRE T GAMBINO,OCHO ESQ NUEVE,Córdoba,Córdoba,Argentina,"OCHO ESQ NUEVE, Córdoba, Córdoba, Argentina","-34,660313","-58,6074839","Córdoba, Morón, Buenos Aires, Argentina",Partial Match,Google
1,CAPITAL,12D,JOSE IGNACIO DIAZ,ESC MONSEÑOR M DE ANDREA - 17 DE JULIO 380,10,2265,2274,3453,ESC MONSEÑOR M DE ANDREA,17 DE JULIO 380,Córdoba,Córdoba,Argentina,"17 DE JULIO 380, Córdoba, Córdoba, Argentina","-31,4334182","-64,1380943","17 de Julio, Córdoba, Argentina",Partial Match,Google
7,ISCHILIN,95,DEAN FUNES,ESC.M.J.G.DE BELGRANO - JERONIMO L DE CABRERA -  L ALGARROBOS 451 - JERONIMO L DE CABRERA,10,4678,4687,3450,ESC.M.J.G.DE BELGRANO,JERONIMO L DE CABRERA,DEAN FUNES,Córdoba,Argentina,"JERONIMO L DE CABRERA, DEAN FUNES, Córdoba, Argentina","-30,4135186","-64,3596524","Jeronimo Luis de Cabrera, Dean Funes, Córdoba, Argentina",Partial Match,Google
13,RIO CUARTO,186,PUEBLO ALBERDI,IPEMN° 26 JUAN FILLOY - BELISARIO ROLDAN 535,10,6014,6023,3450,IPEMN° 26 JUAN FILLOY,BELISARIO ROLDAN 535,PUEBLO ALBERDI,Córdoba,Argentina,"BELISARIO ROLDAN 535, PUEBLO ALBERDI, Córdoba, Argentina",,,,No Match,Google
13,RIO CUARTO,186,PUEBLO ALBERDI,COLEGIO MARIA BENITA ARIAS - MONTEVIDEO 751,10,6024,6033,3450,COLEGIO MARIA BENITA ARIAS,MONTEVIDEO 751,PUEBLO ALBERDI,Córdoba,Argentina,"MONTEVIDEO 751, PUEBLO ALBERDI, Córdoba, Argentina",,,,No Match,Google
21,SANTA MARIA,316,ALTA GRACIA,INST DE LA MISERICORDIA - PADRE DOMINGO VIERA 151,10,7709,7718,3450,INST DE LA MISERICORDIA,PADRE DOMINGO VIERA 151,ALTA GRACIA,Córdoba,Argentina,"PADRE DOMINGO VIERA 151, ALTA GRACIA, Córdoba, Argentina","-31,6695651","-64,430165","San Juan 650, Alta Gracia, Córdoba, Argentina",Match,Google
21,SANTA MARIA,316,ALTA GRACIA,ESC NAC NORM SUP ALTA GRACIA - JOSE HERNANDEZ 201,10,7726,7735,3450,ESC NAC NORM SUP ALTA GRACIA,JOSE HERNANDEZ 201,ALTA GRACIA,Córdoba,Argentina,"JOSE HERNANDEZ 201, ALTA GRACIA, Córdoba, Argentina","-31,6564442","-64,4254181","José Hernández 201, Alta Gracia, Córdoba, Argentina",Match,Google
23,TERCERO ARRIBA,348,RIO TERCERO,ESC GREGORIA I PEREZ - ANGELINA ORTIZ ESQ INDEPENDENCIA S/N,10,8205,8214,3450,ESC GREGORIA I PEREZ,ANGELINA ORTIZ ESQ INDEPENDENCIA S/N,RIO TERCERO,Córdoba,Argentina,"ANGELINA ORTIZ ESQ INDEPENDENCIA S/N, RIO TERCERO, Córdoba, Argentina",,,,No Match,Google
7,ISCHILIN,95,DEAN FUNES,ESC.PROV. M.MORENO - DORREGO   OBRAS SANITARIAS 326,10,4699,4708,3442,ESC.PROV. M.MORENO,DORREGO   OBRAS SANITARIAS 326,DEAN FUNES,Córdoba,Argentina,"DORREGO   OBRAS SANITARIAS 326, DEAN FUNES, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,7F,JORGE NEWBERY,ESC JORGE NEWBERY - BENJAMIN MATIENZO 5895,10,835,844,3440,ESC JORGE NEWBERY,BENJAMIN MATIENZO 5895,Córdoba,Córdoba,Argentina,"BENJAMIN MATIENZO 5895, Córdoba, Córdoba, Argentina","-31,3492949","-64,1798583","Benjamín Matienzo 5895, Córdoba, Argentina",Match,Google
1,CAPITAL,8B,PUEYRREDON,ESC DEAN FUNES - ANA M JANER 1551,10,927,936,3440,ESC DEAN FUNES,ANA M JANER 1551,Córdoba,Córdoba,Argentina,"ANA M JANER 1551, Córdoba, Córdoba, Argentina","-31,398546","-64,1657587","Ana María Janer 1551, X5004BSM Córdoba, Argentina",Partial Match,Google
1,CAPITAL,9C,LOS PARAISOS,ESC DE COMERCIO J J PASO - PLATON 3030,10,1052,1061,3440,ESC DE COMERCIO J J PASO,PLATON 3030,Córdoba,Córdoba,Argentina,"PLATON 3030, Córdoba, Córdoba, Argentina","-31,3778666","-64,2003543","Platon 3030, X5008IUH Córdoba, Argentina",Match,Google
1,CAPITAL,9C,LOS PARAISOS,COLEGIO FERMIN LAFITTE - FCO VALLE 2443,10,1062,1071,3440,COLEGIO FERMIN LAFITTE,FCO VALLE 2443,Córdoba,Córdoba,Argentina,"FCO VALLE 2443, Córdoba, Córdoba, Argentina","-31,3846382","-64,1955492","Francisco Valles 2443, X5008JCA Córdoba, Argentina",Partial Match,Google
3,COLON,34,JUAREZ CELMAN,ESC.ATAHUALPA YUPANQUI - BARRIO PARQUE NORTE,10,3722,3731,3440,ESC.ATAHUALPA YUPANQUI,BARRIO PARQUE NORTE,JUAREZ CELMAN,Córdoba,Argentina,"BARRIO PARQUE NORTE, JUAREZ CELMAN, Córdoba, Argentina","-31,2560444","-64,1672289","Av. Juárez Celman, 5145 Juárez Celman, Córdoba, Argentina",Match,Google
5,GENERAL ROCA,61,HUINCA RENANCO,ESC.PROV. D.F. SARMIENTO - PTE. JUAN D.PERON   VILLA TORROBA 75,10,4247,4256,3440,ESC.PROV. D.F. SARMIENTO,PTE. JUAN D.PERON   VILLA TORROBA 75,HUINCA RENANCO,Córdoba,Argentina,"PTE. JUAN D.PERON   VILLA TORROBA 75, HUINCA RENANCO, Córdoba, Argentina",,,,No Match,Google
19,SAN JAVIER,268,DOLORES,ESC MARIANO MORENO - PRESIDENTE PERON 565,10,6999,7008,3440,ESC MARIANO MORENO,PRESIDENTE PERON 565,DOLORES,Córdoba,Argentina,"PRESIDENTE PERON 565, DOLORES, Córdoba, Argentina","-31,9513575","-65,192715","Calle Pres. Juan Domingo Perón 565, Villa Dolores, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,8B,PUEYRREDON,INST SAGRADO CORAZON - ROMA 1153,10,937,946,3438,INST SAGRADO CORAZON,ROMA 1153,Córdoba,Córdoba,Argentina,"ROMA 1153, Córdoba, Córdoba, Argentina","-31,4031226","-64,1672678","Roma 1153, X5004BBE Córdoba, Argentina",Match,Google
12,PUNILLA,158,TANTI,ESC DOMINGO FAUSTINO SARMIENTO - MARIANO MORENO 597,10,5653,5662,3431,ESC DOMINGO FAUSTINO SARMIENTO,MARIANO MORENO 597,TANTI,Córdoba,Argentina,"MARIANO MORENO 597, TANTI, Córdoba, Argentina","-31,3539311","-64,5904148","Mariano Moreno, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,5G,SAN VICENTE,ESC SANTA MARGARITA DE CORTONA - LOPEZ Y PLANES 2936,10,497,506,3430,ESC SANTA MARGARITA DE CORTONA,LOPEZ Y PLANES 2936,Córdoba,Córdoba,Argentina,"LOPEZ Y PLANES 2936, Córdoba, Córdoba, Argentina","-31,4214533","-64,1461609","López y Planes 2936, X5006ENR Córdoba, Argentina",Match,Google
1,CAPITAL,8B,PUEYRREDON,INST SAGRADA FAMILIA - BUCHARDO 1729,10,960,969,3430,INST SAGRADA FAMILIA,BUCHARDO 1729,Córdoba,Córdoba,Argentina,"BUCHARDO 1729, Córdoba, Córdoba, Argentina","-31,40284","-64,1649687","Buchardo 1729, Córdoba, Argentina",Match,Google
1,CAPITAL,10,BELLA VISTA,E.N.E.T. N°1 DR A SABATTINI - AV VELEZ SARSFIELD 1490,10,1230,1239,3430,E.N.E.T. N°1 DR A SABATTINI,AV VELEZ SARSFIELD 1490,Córdoba,Córdoba,Argentina,"AV VELEZ SARSFIELD 1490, Córdoba, Córdoba, Argentina","-31,4322302","-64,194055","Av. Vélez Sarsfield 1490, Córdoba, Argentina",Match,Google
1,CAPITAL,10,BELLA VISTA,ESC MANUEL BELGRANO - SUECIA B° PQUE VELEZ SARSFIELD 2832,10,1240,1249,3430,ESC MANUEL BELGRANO,SUECIA B° PQUE VELEZ SARSFIELD 2832,Córdoba,Córdoba,Argentina,"SUECIA B° PQUE VELEZ SARSFIELD 2832, Córdoba, Córdoba, Argentina","-31,4420957","-64,2024969","Av Naciones Unidas 510, Parque Vélez Sarsfield, X5016KEL Córdoba, Argentina",Match,Google
1,CAPITAL,13,LEANDRO N. ALEM,ESC ARISTOBULO DEL VALLE - M DE JAUREGUI 1657,10,2502,2511,3430,ESC ARISTOBULO DEL VALLE,M DE JAUREGUI 1657,Córdoba,Córdoba,Argentina,"M DE JAUREGUI 1657, Córdoba, Córdoba, Argentina","-31,3916869","-64,1503187","Martín de Jáuregui 1657, X5012IVC Córdoba, Argentina",Partial Match,Google
9,MARCOS JUAREZ,120,ARIAS,ESC.R.ESCALADA DE SAN MARTIN - AV. ESPAÑA 799,10,4918,4927,3430,ESC.R.ESCALADA DE SAN MARTIN,AV. ESPAÑA 799,ARIAS,Córdoba,Argentina,"AV. ESPAÑA 799, ARIAS, Córdoba, Argentina","-33,6404257","-62,4026866","Av. España, Arias, Córdoba, Argentina",Partial Match,Google
9,MARCOS JUAREZ,133,MARCOS JUAREZ,ESC BERNARDINO RIVADAVIA - SAN MARTIN 694,10,5102,5111,3430,ESC BERNARDINO RIVADAVIA,SAN MARTIN 694,MARCOS JUAREZ,Córdoba,Argentina,"SAN MARTIN 694, MARCOS JUAREZ, Córdoba, Argentina","-32,6974868","-62,1014599","San Martín 694, X2580GBU Marcos Juárez, Córdoba, Argentina",Match,Google
12,PUNILLA,154,LA FALDA,ESC MATEO J MOLINA - AV EDEN 445,10,5409,5418,3430,ESC MATEO J MOLINA,AV EDEN 445,LA FALDA,Córdoba,Argentina,"AV EDEN 445, LA FALDA, Córdoba, Argentina","-31,09299","-64,4819709","Av. Eden 445, La Falda, Córdoba, Argentina",Match,Google
1,CAPITAL,9D,POETA LUGONES,ESC LEOPOLDO LUGONES - LESPADA Y GALVEZ,10,1101,1110,3424,ESC LEOPOLDO LUGONES,LESPADA Y GALVEZ,Córdoba,Córdoba,Argentina,"LESPADA Y GALVEZ, Córdoba, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,12F,JOSE HERNANDEZ,IPEM 167 JOSE MANUEL ESTRADA - B. DE O HIGGINS 2656,10,2400,2409,3422,IPEM 167 JOSE MANUEL ESTRADA,B. DE O HIGGINS 2656,Córdoba,Córdoba,Argentina,"B. DE O HIGGINS 2656, Córdoba, Córdoba, Argentina","-31,4412737","-64,168957","Bernardo O'Higgins 2656, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,1,SECCIONAL PRIMERA,ESC SANTA TERESA DE JESUS - OBISPO TREJO Y SANABRIA 160,10,38,47,3420,ESC SANTA TERESA DE JESUS,OBISPO TREJO Y SANABRIA 160,Córdoba,Córdoba,Argentina,"OBISPO TREJO Y SANABRIA 160, Córdoba, Córdoba, Argentina","-31,4243972","-64,1890195","Obispo Trejo 739, X5000IYO Córdoba, Argentina",Match,Google
1,CAPITAL,5G,SAN VICENTE,ESC MARIA IGNACIA NAVARRO DE L - CORRIENTES 2006,10,533,542,3420,ESC MARIA IGNACIA NAVARRO DE L,CORRIENTES 2006,Córdoba,Córdoba,Argentina,"CORRIENTES 2006, Córdoba, Córdoba, Argentina","-31,4258532","-64,1584044","Corrientes 2006, Córdoba, Argentina",Match,Google
1,CAPITAL,12B,COLON,ESC HILARIO ASCASUBI - LUCIO V.MANSILLA ESQ. CADIZ,10,2229,2238,3420,ESC HILARIO ASCASUBI,LUCIO V.MANSILLA ESQ. CADIZ,Córdoba,Córdoba,Argentina,"LUCIO V.MANSILLA ESQ. CADIZ, Córdoba, Córdoba, Argentina","-31,4388384","-64,1538893","Lucio V. Mansilla & Cádiz, Córdoba, Argentina",Match,Google
3,COLON,29,COLONIA CAROYA,ESC.PROV. M. BELGRANO - COLONIA CAROYA,10,3534,3543,3420,ESC.PROV. M. BELGRANO,COLONIA CAROYA,COLONIA CAROYA,Córdoba,Argentina,"COLONIA CAROYA, COLONIA CAROYA, Córdoba, Argentina","-31,0221158","-64,0617371","Col. Caroya, Córdoba, Argentina",Match,Google
3,COLON,28,CALERA,INSTITUTO JESUS MARIA - CALERA,10,3473,3482,3419,INSTITUTO JESUS MARIA,CALERA,CALERA,Córdoba,Argentina,"CALERA, CALERA, Córdoba, Argentina","-31,3525586","-64,3401296","La Calera, Córdoba, Argentina",Match,Google
19,SAN JAVIER,270,LAS ROSAS,ESC MAGDALENA T DE CHARLES - PUBLICA S/N,10,7093,7102,3416,ESC MAGDALENA T DE CHARLES,PUBLICA S/N,LAS ROSAS,Córdoba,Argentina,"PUBLICA S/N, LAS ROSAS, Córdoba, Argentina",,,,No Match,Google
20,SAN JUSTO,291,FREYRE,ESC FLORENTINO AMEGHINO - FREYRE,10,7314,7323,3415,ESC FLORENTINO AMEGHINO,FREYRE,FREYRE,Córdoba,Argentina,"FREYRE, FREYRE, Córdoba, Argentina","-31,1648113","-62,1008563","Freyre, Córdoba, Argentina",Match,Google
3,COLON,29,COLONIA CAROYA,ESC. PROV. GRAL SAN MARTIN - MAESTRA OLGA PROSDOCIMO 3580,10,3544,3553,3412,ESC. PROV. GRAL SAN MARTIN,MAESTRA OLGA PROSDOCIMO 3580,COLONIA CAROYA,Córdoba,Argentina,"MAESTRA OLGA PROSDOCIMO 3580, COLONIA CAROYA, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,11I,RESIDENCIAL SAN ROQUE,ESC MAURO FERNANDEZ - AV ALBARRACIN 4237,10,1998,2007,3410,ESC MAURO FERNANDEZ,AV ALBARRACIN 4237,Córdoba,Córdoba,Argentina,"AV ALBARRACIN 4237, Córdoba, Córdoba, Argentina","-31,4295084","-64,2425567","Carlos Lopez Buchardo 4237, X5010IRM Córdoba, Argentina",Partial Match,Google
1,CAPITAL,13A,AYACUCHO,ESC HENOCH D AGUIAR - J DE OLMEDO 650,10,2517,2526,3410,ESC HENOCH D AGUIAR,J DE OLMEDO 650,Córdoba,Córdoba,Argentina,"J DE OLMEDO 650, Córdoba, Córdoba, Argentina","-31,3643041","-64,1668032","José de Olmedo 650, Córdoba, Argentina",Partial Match,Google
6,GRAL SAN MARTIN,90,VILLA NUEVA,IPEM N° 322 - LIMA Y RIVADAVIA,10,4611,4620,3410,IPEM N° 322,LIMA Y RIVADAVIA,VILLA NUEVA,Córdoba,Argentina,"LIMA Y RIVADAVIA, VILLA NUEVA, Córdoba, Argentina","-32,4285459","-63,2475855","Lima & Rivadavia, Villa Nueva, Córdoba, Argentina",Match,Google
6,GRAL SAN MARTIN,90,VILLA NUEVA,INSTITUTO INMAC.CONCEPCION - CABANILLAS 400,10,4627,4636,3410,INSTITUTO INMAC.CONCEPCION,CABANILLAS 400,VILLA NUEVA,Córdoba,Argentina,"CABANILLAS 400, VILLA NUEVA, Córdoba, Argentina","-32,4403565","-63,2395131","Cabanillas, Villa Nueva, Córdoba, Argentina",Partial Match,Google
16,RIO SEGUNDO,243,RIO SEGUNDO,IPEM N°108-C G DE REZZANO - RIO SEGUNDO,10,6696,6705,3410,IPEM N°108-C G DE REZZANO,RIO SEGUNDO,RIO SEGUNDO,Córdoba,Argentina,"RIO SEGUNDO, RIO SEGUNDO, Córdoba, Argentina","-31,650785","-63,9058453","Río Segundo, Córdoba, Argentina",Match,Google
1,CAPITAL,11I,RESIDENCIAL SAN ROQUE,ESC.REPUBLICA DEL ECUADOR - HURTADO DE MENDOZA ESQ PEDRO ACUÑA,10,2010,2019,3404,ESC.REPUBLICA DEL ECUADOR,HURTADO DE MENDOZA ESQ PEDRO ACUÑA,Córdoba,Córdoba,Argentina,"HURTADO DE MENDOZA ESQ PEDRO ACUÑA, Córdoba, Córdoba, Argentina","-31,4223196","-64,2428055","Calle Hurtado de Mendoza & Pedro Ignacio Acuña, Córdoba, Argentina",Match,Google
1,CAPITAL,11H,QUEBRADA LAS ROSAS,ESC GABRIELA MISTRAL - 27 DE ABRIL 5650,10,1967,1976,3402,ESC GABRIELA MISTRAL,27 DE ABRIL 5650,Córdoba,Córdoba,Argentina,"27 DE ABRIL 5650, Córdoba, Córdoba, Argentina","-31,393881","-64,2555408","27 de Abril 5650, X5003DAD Córdoba, Argentina",Match,Google
1,CAPITAL,5,ALTAMIRA,ESC GRECIA - PEDERNERA B°SAN VICENTE 952,10,339,348,3400,ESC GRECIA,PEDERNERA B°SAN VICENTE 952,Córdoba,Córdoba,Argentina,"PEDERNERA B°SAN VICENTE 952, Córdoba, Córdoba, Argentina",,,,No Match,Google
1,CAPITAL,11H,QUEBRADA LAS ROSAS,ESC REPUBLICA DE VENEZUELA - BOYERO - - 517 - BOYERO,10,1977,1986,3400,ESC REPUBLICA DE VENEZUELA,BOYERO,Córdoba,Córdoba,Argentina,"BOYERO, Córdoba, Córdoba, Argentina","-31,3857344","-64,2585145","Boyero, Córdoba, Argentina",Match,Google
