DEPTO14_,DEPTO14_ID,DEPTO,NOM_DEPTO,WKT
18,17,7,CALAMUCHITA,"POLYGON ((-64.341384664242824 -31.8089764654313,-64.328479170367288 -31.808836548968664,-64.335353738887065 -31.841108517568173,-64.287238459552896 -31.842232092011066,-64.28825323820071 -31.949969133003993,-64.274767700924215 -31.944975200725189,-64.274288717326058 -31.912657834598924,-64.254283214132172 -31.912626609143391,-64.254420605845752 -31.931283785415825,-64.223728966462843 -31.929655283002553,-64.277539199698069 -32.141072789204571,-64.269669813447422 -32.146738997680757,-64.263722308077632 -32.158587422055632,-64.269383591984379 -32.174238327523426,-64.293956872239121 -32.18819452199768,-64.293490580636544 -32.312183303703279,-64.260875734137187 -32.318292903940545,-64.260341765099696 -32.344781040930968,-64.26361910113846 -32.344408403612206,-64.260760130706828 -32.356490006830292,-64.26426911734923 -32.371322343095045,-64.255804106993097 -32.388260566849652,-64.321945485605198 -32.376140385885932,-64.324948098720725 -32.398811514805949,-64.426096076533966 -32.379883044454722,-64.439101279521068 -32.401279244608965,-64.448502502249198 -32.466961904243355,-64.459069855412537 -32.481558490796971,-64.487502560371283 -32.476551728963123,-64.526788807673981 -32.617699704377543,-64.530144534861833 -32.617114696687885,-64.530939533567704 -32.621438401289588,-64.53896764578711 -32.626576756803701,-64.549843803421197 -32.62754600510528,-64.55008835216492 -32.630820317633038,-64.578475136695104 -32.630715528936726,-64.585519766742848 -32.626689063778102,-64.588522442170827 -32.619386912045698,-64.594495881587946 -32.616848141804738,-64.615544088962253 -32.624895758853619,-64.629563468973458 -32.62166375075418,-64.638697852099327 -32.628344760677379,-64.650583414638504 -32.626439584411287,-64.66319232775777 -32.632052566081747,-64.667949990150987 -32.628484850564924,-64.671238874597577 -32.629783899980843,-64.672938456699214 -32.626319778721538,-64.675246935080665 -32.629036263128128,-64.677420785675352 -32.626732757455414,-64.681428398166162 -32.628734443613503,-64.684354056682224 -32.620436978653331,-64.727638162986281 -32.617244960773938,-64.726417144057876 -32.613121005072635,-64.740048550076779 -32.609910857033476,-64.744725379355529 -32.605939619197308,-64.786432797792656 -32.600161330667561,-64.910777114911014 -32.573451792557556,-64.913449726385011 -32.566079401910301,-64.928428603890495 -32.563572962415073,-64.931907083831433 -32.558267208991801,-64.933175347998883 -32.544628329566592,-64.943146321569145 -32.532598471247319,-64.946943720391531 -32.516708887277808,-64.937369037309566 -32.471699223739662,-64.946900529563734 -32.457830959359562,-64.948898861537444 -32.444549584009067,-64.932234868164244 -32.412136260363972,-64.936659848439533 -32.397527051115063,-64.92924213393961 -32.381006369058746,-64.933411745104564 -32.337183929113266,-64.941316989543651 -32.321132454837759,-64.95382871172697 -32.30730144594785,-64.961365917351216 -32.281971401074514,-64.957614139678228 -32.28228679119529,-64.957929149668942 -32.266080286155514,-64.953508076262622 -32.263422077304227,-64.960324490256539 -32.253438699566878,-64.957605719357147 -32.253840968458668,-64.955978918581891 -32.240244261276743,-64.95155809004622 -32.237534395606268,-64.960556587973826 -32.232092162827975,-64.962229191610973 -32.226814246755801,-64.958366463803159 -32.213001355380946,-64.960306825534502 -32.196200209807699,-64.953819454587418 -32.180186017595346,-64.954242072495916 -32.169583544678744,-64.949470384715255 -32.155393456693815,-64.955399635022587 -32.143384953962368,-64.947764843705471 -32.10296716938857,-64.939964818909473 -32.088493966281504,-64.936757792376852 -32.053646837199473,-64.933563774327709 -32.047719862278896,-64.933414465544089 -32.034413627592663,-64.940981627771365 -32.027683761809413,-64.942719800340015 -32.015849466455158,-64.935005442825258 -31.968300570755325,-64.940390403008223 -31.961431101886035,-64.93223003461776 -31.947315626081295,-64.9365900045632 -31.937135344091946,-64.9321532704883 -31.929051375582823,-64.933336628068844 -31.920384736099699,-64.928818053006196 -31.90929178026547,-64.913577473292122 -31.906419132860165,-64.894940061714635 -31.906930926935562,-64.890528742947666 -31.902584922549948,-64.884023835520665 -31.901453997669812,-64.879843374845805 -31.892323065802046,-64.875780909695138 -31.895403165892787,-64.870352151009598 -31.892173617273215,-64.86716106148441 -31.88339568490629,-64.860991260911376 -31.881778645761582,-64.844863515439869 -31.869337318408682,-64.84020501363527 -31.871677223659148,-64.834533310691413 -31.865261191906022,-64.760438727976108 -31.866575392361149,-64.75478606500549 -31.870628690056591,-64.75043580427932 -31.87015622376402,-64.737240499122848 -31.885058363915494,-64.732767983185212 -31.886248251430207,-64.730391147265493 -31.885224167485443,-64.733078752602495 -31.881106393014441,-64.731190518276122 -31.877181219529536,-64.725421047862369 -31.885204908113931,-64.717653355875143 -31.882502517367012,-64.719290276974604 -31.886619438165468,-64.713744183042436 -31.888474431824289,-64.708660477115345 -31.885069546087855,-64.711352081246218 -31.882949327163814,-64.705433654894406 -31.883926162554737,-64.703084328444959 -31.881613157598718,-64.701864266946544 -31.885363347777972,-64.69549116603622 -31.887460179093189,-64.691476590044971 -31.880335409475617,-64.691019447815435 -31.883163594116954,-64.687947549468262 -31.883059705883156,-64.691268718439346 -31.884737759215536,-64.688746426816152 -31.886869785347162,-64.675290074001467 -31.882821952712646,-64.678634488792326 -31.886728777025937,-64.674087770255113 -31.88855437884872,-64.679070175942982 -31.891108140931514,-64.677588856838312 -31.894543176578512,-64.665533678388925 -31.889216725367088,-64.653569849898815 -31.895567153291239,-64.65036370752776 -31.889863281144425,-64.640248458885907 -31.892425614897569,-64.639228121967022 -31.884623646028949,-64.636801027215611 -31.889329538909902,-64.629908207965144 -31.889953611820467,-64.635809567711632 -31.894653703265966,-64.634255486313378 -31.89694587773344,-64.630206959235338 -31.894392835211974,-64.626808586677313 -31.898893915431415,-64.625149372590968 -31.894255002688148,-64.621673951335012 -31.896311081854464,-64.617033743537817 -31.89094301649979,-64.614433298280574 -31.893566664255967,-64.612665307680004 -31.891403758621642,-64.609142565130909 -31.896600643821643,-64.604349766621041 -31.892174750223067,-64.608535567715961 -31.889010234742472,-64.606367079745823 -31.885260319763699,-64.601816709565128 -31.887937291022286,-64.596765394244755 -31.885193170720573,-64.590641370607543 -31.886138320872565,-64.582163863927363 -31.87841442723013,-64.578112892291898 -31.883544696887622,-64.560977264551127 -31.878271138725648,-64.550293907374495 -31.882500148569282,-64.54731807796891 -31.880879608623715,-64.544018394554769 -31.873842188651722,-64.552718730848341 -31.868763151743217,-64.546832810313305 -31.860594622037578,-64.541651972470788 -31.864632454852657,-64.531546726524539 -31.849403700857149,-64.527434705325888 -31.852061959577046,-64.532102354572103 -31.84530761716784,-64.528586551406136 -31.838625907354061,-64.530495189494459 -31.833150341493024,-64.520948681841105 -31.823126995545287,-64.520502318797227 -31.81795274482679,-64.51534995795636 -31.816130088834605,-64.516692273734776 -31.820286725341401,-64.502873692494632 -31.818206052688385,-64.502287480901401 -31.823324508183461,-64.506074356234862 -31.828310114979221,-64.502536628559838 -31.830900640156798,-64.498594223873297 -31.83093921279827,-64.497459446467261 -31.824006874380576,-64.494270384434188 -31.823193481881532,-64.491354815039685 -31.831783171276484,-64.497049292519833 -31.834363589935165,-64.489956848062818 -31.839876245914727,-64.498971299525238 -31.841721566369738,-64.49552937568825 -31.846470881317874,-64.483441334921778 -31.851196315566959,-64.474346462932075 -31.837269375419609,-64.459090919902522 -31.85254804276483,-64.447568006954725 -31.846978287481203,-64.447528879106372 -31.839139459867525,-64.432130691704884 -31.839999639197689,-64.432577880827552 -31.845097901437853,-64.436627991431948 -31.84692832588728,-64.426511143014011 -31.857201717950307,-64.418871236555773 -31.853399395287823,-64.415929171197462 -31.847993966987197,-64.409873324038429 -31.850966816001367,-64.409984750917445 -31.846319778557639,-64.413786750975135 -31.843651680486996,-64.40538605188479 -31.837296586712117,-64.396183614991884 -31.845664214941628,-64.378595990464206 -31.84566947802292,-64.381342320813957 -31.828628901855719,-64.371470471696838 -31.821614016246212,-64.370553670620637 -31.817822768035828,-64.355865282312948 -31.823437169406784,-64.351090150871727 -31.817403841997105,-64.346257727471595 -31.817142818665364,-64.341384664242824 -31.8089764654313))"
14,13,14,CAPITAL,"POLYGON ((-64.164574353874471 -31.30912342642576,-64.057384188220638 -31.308527157645983,-64.057384186954764 -31.52498389537622,-64.309785978823228 -31.524999375731692,-64.31007439232252 -31.322800749594681,-64.305578588052114 -31.327616023751052,-64.298256471718304 -31.328712263278067,-64.298932085242924 -31.314013312718327,-64.288182980400478 -31.314274542491535,-64.28811157041396 -31.307295139502145,-64.279430325436522 -31.309447933081032,-64.275800061247381 -31.30747225731961,-64.164574353874471 -31.30912342642576))"
12,11,21,COLON,"POLYGON ((-64.344264738814942 -30.93820771674984,-64.336143236972006 -30.937690167224925,-64.331287056322751 -30.933640166059821,-64.32866625264279 -30.937190675304485,-64.318493045391193 -30.939830322316343,-64.309695449869423 -30.938105323556567,-64.31302958912255 -30.934479963200012,-64.306787737696723 -30.933518119521157,-64.300089248197978 -30.945263933376612,-64.292364184087049 -30.941016793454693,-64.292483517223104 -30.95125905756494,-64.287208449107482 -30.948130349909906,-64.282070992295658 -30.957881168050676,-64.275029356804495 -30.955534695980617,-64.263592197344394 -30.960766459418817,-64.261782661996477 -30.957316178172725,-64.23879359410472 -30.954791478255746,-64.212506186400191 -30.963586992306777,-64.211919730542476 -30.960479561995502,-64.2056670582393 -30.960743056511891,-64.205709510007026 -30.964121657878181,-64.201086494577311 -30.964286008278567,-64.199126476613799 -30.967934083421827,-64.197300627235407 -30.966360484492238,-64.189395598192263 -30.97121655432537,-64.189272890070754 -30.969205817608788,-64.187621539663525 -30.971058511398109,-64.187358812654011 -30.968804017999769,-64.183756436323563 -30.969324769069782,-64.179287360563819 -30.976252789222745,-64.173840197374986 -30.974738185403268,-64.171747832246325 -30.96899767295869,-64.169929153558627 -30.972344401120306,-64.163488275346495 -30.969741777659323,-64.164848135541774 -30.971405954583574,-64.160565396547085 -30.972563390621417,-64.151676801327397 -30.966712291209113,-64.146166656624743 -30.970988970397954,-64.140706081151365 -30.970206967209226,-64.13673066168019 -30.974495842645467,-64.135081880325444 -30.968264162440654,-64.130203141270016 -30.971975247355374,-64.12376364285079 -30.971960888026231,-64.097074646655585 -30.965100708201472,-64.086144159373362 -30.969341253088146,-64.084317703545139 -30.964904745097634,-64.071920923110127 -30.961625433430886,-64.060477218945096 -30.963141269621101,-64.038606658394642 -30.959992433978044,-64.037367066607857 -30.954655879747595,-64.026595878065351 -30.955545477377562,-64.018093064684763 -30.945989574506054,-64.009602022969702 -30.942127730430936,-63.990617578394023 -30.94370214975315,-63.991175785727805 -30.918198814548575,-63.887988585089701 -30.952973934009023,-63.895700487535692 -31.018725234232264,-63.823099671727299 -31.018141511101692,-63.823203438054826 -31.073393116120037,-63.839490314243797 -31.069721710456108,-63.830984997952818 -31.093423834835491,-63.84453678657993 -31.111972541597869,-63.864402717535157 -31.111935103906887,-63.862976338957118 -31.166169149080236,-63.866712883519718 -31.166480680709313,-63.866081952378508 -31.22606100123382,-63.883959541508148 -31.226085186784182,-63.884000967275057 -31.231019986979291,-63.895169726849353 -31.231124359141194,-63.895080002263875 -31.245729708414185,-63.922479214658651 -31.245946008760612,-63.922360979460606 -31.274125964652942,-63.950883518910864 -31.273618525421654,-63.950772205004107 -31.320823613503162,-63.964758786547435 -31.320671079281329,-63.96468596378493 -31.344348137462372,-63.97525384688641 -31.345610575670104,-63.975262363387515 -31.352138478467591,-63.964114535037474 -31.349519152999875,-63.964092934642444 -31.356908828709219,-63.96946312351723 -31.358423965672163,-63.96671162138896 -31.375654116756444,-63.95324020649813 -31.365742499637843,-63.952102972844401 -31.439694363135672,-63.956578589370963 -31.442591093633119,-63.964823586612155 -31.440862431375358,-63.969695842508493 -31.443031978041247,-63.972641985421006 -31.451637671537807,-63.982038000992013 -31.449654723326184,-63.984547831484846 -31.44430473462922,-63.990015017760264 -31.447428684350122,-64.00656070358805 -31.445287472646786,-64.006740854133497 -31.437931543787954,-64.019643847089966 -31.437915905867985,-64.025268641610282 -31.428444809316797,-64.041608406390168 -31.434608210005251,-64.045228736596158 -31.427016187884021,-64.057404814813552 -31.420099741912892,-64.057384188220638 -31.308527157645983,-64.275800061247381 -31.30747225731961,-64.279430325436522 -31.309447933081032,-64.28811157041396 -31.307295139502145,-64.288182980400478 -31.314274542491535,-64.298932085242924 -31.314013312718327,-64.298256471718304 -31.328712263278067,-64.305578588052114 -31.327616023751052,-64.31007439232252 -31.322800749594681,-64.310091245911792 -31.363091000955798,-64.315556697821933 -31.358493853365516,-64.351086095336072 -31.371337348221193,-64.379797788163103 -31.3609471939291,-64.385310049824497 -31.362682342363975,-64.406893017151575 -31.355118600120772,-64.419845509563146 -31.355237118234918,-64.42374930759884 -31.359040902070944,-64.417800383052793 -31.362787613163945,-64.418228910776563 -31.367366089236295,-64.426498152093373 -31.361480071605115,-64.429571634699187 -31.363416870216941,-64.428183721815145 -31.371152340096391,-64.432498212832215 -31.373020869178486,-64.432159245867965 -31.373685780482369,-64.43228249190561 -31.373870194976977,-64.433725501405519 -31.374273820113178,-64.435902206320151 -31.332507960402666,-64.430168980371775 -31.287801639634171,-64.432146351008726 -31.282643186315532,-64.426502541149659 -31.260144252710163,-64.416738357887013 -31.249363526834994,-64.420259650484638 -31.239018792364323,-64.414315464332063 -31.218093118121402,-64.41473580446663 -31.175595347985773,-64.422348646744226 -31.166563418867003,-64.432540911304443 -31.138764617602426,-64.429435065843663 -31.125722304209173,-64.445983248922218 -31.084347782279217,-64.449221615911569 -31.060552998526187,-64.444995819002969 -31.024572568192369,-64.440412898216593 -31.019947830348084,-64.434681532913046 -30.998737506920843,-64.434033600512606 -30.97610101611329,-64.429647384348769 -30.972589047698317,-64.438904204375604 -30.950624780407075,-64.434395231020346 -30.933650282092984,-64.438753227499035 -30.913772980306451,-64.390889370823587 -30.912693745791891,-64.385196767580609 -30.917272393952402,-64.380800550704521 -30.914161013365469,-64.381531716313802 -30.909878810171588,-64.379670399018295 -30.911439300367501,-64.377090183096101 -30.908976561360252,-64.363973096887278 -30.921192408229217,-64.356783416969719 -30.920591583525457,-64.35086128578547 -30.924683605846809,-64.344264738814942 -30.93820771674984))"
5,4,28,CRUZ DEL EJE,"POLYGON ((-64.989395065188091 -30.015059709254267,-64.996337473946809 -30.179831151888919,-65.004077263657891 -30.226115318256891,-65.00155464020024 -30.243688443093358,-65.00187099668382 -30.418515584768503,-65.065264837295857 -30.418669213593045,-65.059239095335343 -30.430188067330558,-65.033471797589087 -30.475058908759699,-64.970695140181377 -30.542885428302505,-64.960067925410939 -30.55326859791279,-64.953185306591038 -30.553372043343451,-64.947554019464292 -30.558748577084906,-64.951429169730474 -30.561799566981875,-64.911230649104098 -30.600359617309454,-64.902777944117076 -30.604507550765454,-64.875289535526079 -30.634227358470497,-64.714851159441125 -30.634132185987859,-64.714700762557172 -30.689943554516791,-64.624300002205885 -30.690112984424754,-64.624295823407238 -30.735376570605919,-64.621274483831272 -30.738580005660069,-64.620820455761248 -30.748522071695284,-64.624293778894838 -30.762825388338214,-64.619744871186327 -30.771219230486967,-64.640941946583894 -30.801797055313674,-64.67099195398211 -30.828782620935229,-64.668020042984224 -30.831513198585579,-64.67071088363798 -30.837731519029546,-64.664859379087659 -30.846636357667833,-64.654314057456943 -30.846570348233826,-64.644692861680994 -30.856234857172478,-64.646771250890311 -30.868505871751317,-64.640764335297419 -30.874238197179814,-64.644155411247766 -30.881728026244442,-64.642120148505626 -30.887320259185209,-64.65405323535019 -30.891006111807471,-64.652490854384169 -30.914410734220297,-64.648058298676744 -30.916612415123648,-64.648172516786516 -30.922248921184515,-64.674526076589743 -30.921910268302561,-64.674554906517542 -30.943649236866573,-64.689494267033922 -30.946810551424587,-64.690936239974263 -30.94261828495392,-64.697506829522112 -30.944981899190051,-64.699863015559387 -30.949415534025995,-64.695166407345383 -30.951496273722025,-64.699391015943888 -30.955804598231516,-64.696283950332258 -30.959973721309915,-64.681711897300403 -30.959443486550676,-64.679940713650069 -30.970051208493615,-64.676111266810409 -30.971892244263305,-64.677898120169701 -30.976250838690408,-64.673431415490953 -30.989743049381829,-64.675465366208527 -30.995343409203048,-64.680940392455568 -30.997553820586077,-64.687377589736059 -31.017816603483276,-64.680382428255598 -31.022886070076012,-64.668361183661261 -31.01879732822912,-64.660444758656809 -31.00891799980586,-64.647977832760603 -31.010401618790368,-64.641609470704552 -31.017824551963191,-64.643143747874547 -31.022270499756864,-64.640443772234619 -31.025222719000304,-64.646526087210745 -31.035899543076344,-64.642721986484673 -31.045222887037383,-64.651775748167623 -31.052594856511561,-64.657975245770672 -31.051844093084195,-64.657748202505402 -31.056640522365004,-64.663514857601868 -31.056241626384708,-64.666357322111168 -31.062655428994287,-64.672065718124983 -31.063140635551452,-64.677417588588824 -31.071486926146818,-64.676946791698271 -31.078894347958901,-64.673750685419975 -31.07969959673521,-64.676284174683772 -31.085948057238014,-64.673257315592878 -31.088281854705006,-64.677165541916281 -31.089668750657474,-64.67897564625396 -31.094921167947561,-64.672082396387751 -31.100503665051004,-64.67436234195354 -31.105151439390859,-64.67106447682832 -31.107737243290881,-64.676771872719911 -31.128262257006273,-64.681168162272456 -31.131387625319263,-64.677518695965119 -31.137264582357329,-64.6820174052569 -31.138023085947776,-64.685432238689458 -31.149750387320985,-64.692129323453884 -31.1530215923447,-64.695069258693835 -31.169315459461824,-64.699571020847785 -31.170147952140223,-64.698616994800972 -31.177359096499952,-64.704069964827653 -31.178786888330212,-64.697642546523696 -31.199033206230872,-64.697706179992238 -31.207517850230957,-64.703571863597304 -31.208453581236377,-64.698434487108486 -31.212271732257555,-64.700147175487629 -31.216809699922234,-64.69625799998569 -31.223967402885425,-64.700272479489072 -31.230772702016594,-64.707544967054616 -31.235248790720746,-64.705488612005183 -31.237638664982416,-64.708954107996746 -31.241768805099884,-64.705488076587315 -31.242952747658158,-64.711165669237687 -31.261875656171604,-64.700363728120863 -31.271212946124795,-64.700514751050477 -31.277615063418693,-64.716061001521467 -31.284592694228433,-64.717090566859085 -31.288955050678446,-64.721161484949164 -31.289005618759951,-64.732431713739174 -31.314746910026081,-64.730435720290927 -31.316173800477166,-64.73597590797101 -31.330321381169469,-64.749169168429972 -31.354293894504071,-64.74838838906723 -31.366453423259824,-64.759840446331353 -31.393641587914875,-64.755941197475167 -31.39971537833965,-64.75642739228789 -31.405621531109833,-64.76417751724756 -31.41099783818359,-64.760858930853004 -31.417915357161963,-64.763533907063817 -31.424730492359799,-64.801117334526126 -31.424572239589565,-64.802451191785835 -31.418330449014512,-64.831684132918369 -31.417912259847871,-64.831603870192723 -31.409040726719979,-64.842972263628241 -31.409675262446196,-64.846369288495097 -31.413884008720935,-64.851282229958898 -31.411220604501789,-64.871172363955296 -31.413763643201797,-64.879798236884525 -31.411561181832575,-64.880851754228289 -31.415252302037008,-64.898862657156471 -31.410109521322894,-64.92291783044287 -31.411839800150371,-64.920661825655813 -31.399800948985789,-64.923461159667724 -31.399409200003689,-64.91753026646569 -31.376822629384584,-64.927039534632257 -31.363090804840741,-64.91911749944002 -31.356949410855293,-64.919140069818809 -31.344235159018371,-64.913970449285486 -31.346055583900455,-64.91073065607209 -31.344143322792434,-64.911018985913017 -31.282302311296892,-64.927850456335364 -31.27919667091059,-64.928972229542751 -31.274272333675654,-64.910910131277788 -31.277605287689997,-64.882730690787966 -31.276940012413114,-64.882551692293518 -31.266635006117102,-64.883790090625723 -31.263442375369532,-64.88991250022778 -31.262451911486771,-64.888673082139618 -31.256906632539302,-64.894977601451444 -31.235054599156964,-64.900873512937551 -31.233055302394153,-64.902016012635926 -31.220857699410782,-64.911023202149977 -31.219176885868976,-64.912525908398223 -31.213005242194512,-64.920938367546981 -31.211451863393329,-64.923841673575993 -31.193526592309556,-64.928802083125206 -31.191257650561877,-64.930173683460922 -31.185430810312706,-64.933610824473689 -31.185066734602422,-64.940246972026713 -31.167039645746335,-64.985057003198165 -31.135543551261026,-64.988576561723661 -31.13758856094433,-64.995560892019043 -31.13220047850524,-65.011029247371184 -31.119366021358623,-65.018897552957469 -31.105691777651195,-65.04075627463169 -31.097286926788648,-65.043648205442423 -31.091011032947566,-65.051402435645585 -31.08789196898018,-65.068391420208627 -31.070214020955856,-65.079290872482943 -31.068496949147523,-65.082837357717565 -31.0798718217446,-65.090315064676517 -31.084466418372873,-65.093365813671682 -31.078301275979371,-65.100408530694835 -31.080310801930775,-65.102975876325175 -31.077507981734769,-65.110549820871469 -31.059305003141848,-65.104392707997462 -31.054355790866328,-65.105171868940957 -31.040353039015468,-65.119488242957104 -31.021174252297847,-65.109405436299355 -31.002105581397242,-65.12195346326655 -30.993650628031276,-65.117281846912604 -30.989790819723751,-65.132562539570969 -30.978178482204122,-65.130330608257211 -30.972223733140456,-65.137887752915887 -30.965398128573838,-65.137833995790146 -30.959971858486643,-65.14243215279437 -30.959823317541275,-65.152331785947325 -30.946820838564932,-65.151106685330063 -30.919977938345138,-65.158121986167174 -30.874280960945086,-65.18283162954954 -30.87048957058412,-65.254661319505828 -30.88396653224855,-65.335021032738297 -30.882483665006614,-65.348173595254778 -30.84625008940575,-65.34531729996101 -30.801753817370191,-65.348470099367844 -30.796805376863212,-65.343054304146762 -30.77025870368611,-65.349051822677836 -30.757144543240408,-65.347007883507899 -30.737846337998466,-65.361003272663325 -30.721314034463049,-65.36103642869459 -30.715004073825185,-65.373380355910399 -30.704000629310286,-65.373476001639048 -30.693183800314593,-65.599003753505045 -30.656808284939959,-65.519211691934714 -30.476380455250517,-65.39828473198456 -30.125110934452678,-65.119323246240398 -30.075751109080429,-64.98749865123547 -29.963467105227245,-64.989395065188091 -30.015059709254267))"
27,26,35,GENERAL ROCA,"POLYGON ((-64.919669811073419 -34.043335299739162,-64.912602271281173 -34.04234879586744,-64.893805226343304 -34.053940627895074,-64.882423496562396 -34.053908884598151,-64.881074305575609 -34.050750705315927,-64.869450129521667 -34.051834058906124,-64.864616703734328 -34.056087680879607,-64.867548331165295 -34.060890901260606,-64.859040318509244 -34.067441195716064,-64.855406881769397 -34.066351733838736,-64.851284272800598 -34.055939591377999,-64.822196748683524 -34.05933072268482,-64.818347581956886 -34.065983913177142,-64.814435331866292 -34.060748915646812,-64.813761074538718 -34.072123360511554,-64.808308897927517 -34.076209118395234,-64.807113693082428 -34.082886452285507,-64.791499325004821 -34.083433056690701,-64.787767436075413 -34.094009536179975,-64.78123167857548 -34.087540092535342,-64.772348615332632 -34.091213056097828,-64.766363752337767 -34.084528215534363,-64.759759371833013 -34.083860069954056,-64.759475600310935 -34.09322600505547,-64.753161187729376 -34.090900330595908,-64.742450499355471 -34.095900582391245,-64.733772227466389 -34.108802626294626,-64.711699726884333 -34.112497836387107,-64.712390006462215 -34.120197092595014,-64.706330643439202 -34.127751914582213,-64.694642334089323 -34.125322989600519,-64.698721984375425 -34.118114026279137,-64.688614607858639 -34.11534472265587,-64.68171310994191 -34.123895412611077,-64.674579595255224 -34.124628705621681,-64.661864218554825 -34.133130315466516,-64.655389557249379 -34.133392638267779,-64.652798935462982 -34.140723226827539,-64.644935905956743 -34.142370641923399,-64.644374751316747 -34.149912265125138,-64.65365059879187 -34.154015623515939,-64.646073114050566 -34.15960116572596,-64.63387357061174 -34.165518092537432,-64.631587820874643 -34.162003982082446,-64.623321987494293 -34.160714868445339,-64.62148843495234 -34.162821324117736,-64.625585129163781 -34.167058703461592,-64.621803954728904 -34.170319477628631,-64.619189011691901 -34.166571061939194,-64.613496661374228 -34.165883096133527,-64.593356030434194 -34.172906055383201,-64.578263140239017 -34.170807227354913,-64.565184617421565 -34.18362102605478,-64.564881214902002 -34.180779860731604,-64.556559938329855 -34.177578918944469,-64.550422233439463 -34.190839161075566,-64.535492815528499 -34.191950474006745,-64.525972823463732 -34.181910497541246,-64.520831851770012 -34.182078604646868,-64.513130294782812 -34.184393281176121,-64.508805735282039 -34.193175369980615,-64.504761544508568 -34.19054383852859,-64.491984929763319 -34.190774381000196,-64.484840633258926 -34.195314868750394,-64.472702316224357 -34.197248686944249,-64.47039492378272 -34.200642792709189,-64.472935139237165 -34.206510996077036,-64.466784334956714 -34.210576751582877,-64.458837917133991 -34.207245529370958,-64.431730990686304 -34.20839913520151,-64.425229102144215 -34.205585087346591,-64.426622066837325 -34.209516270458934,-64.420966189482357 -34.213305875908894,-64.419303274940603 -34.218925940641746,-64.409051202004974 -34.222440411813821,-64.405791104463503 -34.220496692123831,-64.410971809047538 -34.217175013094796,-64.408422194070226 -34.212661106017173,-64.398372690664004 -34.206713507402817,-64.392621722411633 -34.208059986859034,-64.394076086682986 -34.212542006815724,-64.388140833635049 -34.212519958038065,-64.387815065548295 -34.216709376827602,-64.379963179131252 -34.216827778752425,-64.377966849816261 -34.214258347361721,-64.374636910663497 -34.216783329533712,-64.372999336627188 -34.213107498070514,-64.361505434744416 -34.214188980920369,-64.357065454072483 -34.211259010603229,-64.341691268560709 -34.213007141839562,-64.340074958580828 -34.217374431910386,-64.317638830730232 -34.226331709850456,-64.31142947083508 -34.220261129142791,-64.295599919033677 -34.218209888457324,-64.294315389979161 -34.21394828665133,-64.283103894447251 -34.229006851319944,-64.278356342580565 -34.228147782199095,-64.277933338217352 -34.231012234119738,-64.27291697166288 -34.230170652841402,-64.272057199842379 -34.226664103434395,-64.266236336294142 -34.230761190926209,-64.254221589010669 -34.227220241644758,-64.249338525440436 -34.230517446275201,-64.251451329844272 -34.237556651090777,-64.247443801122401 -34.235809961174731,-64.239246092487363 -34.238895166820704,-64.208542647908814 -34.239100374474724,-64.180081940737452 -34.251047624883931,-64.165508151257626 -34.257347214330679,-64.162196479183606 -34.370458566439119,-63.834941408658572 -34.364239990042798,-63.829820419995862 -34.545433398234785,-63.611150274891813 -34.541050336996157,-63.610809026055811 -34.549473382804493,-63.588881915845192 -34.549508807172629,-63.501538851379983 -34.544843010439763,-63.502403629014026 -34.521050358988965,-63.392248042273117 -34.529241805179829,-63.382232272391796 -34.818650282470614,-63.385105413483622 -34.82152149665292,-63.38574065894629 -35.002054398589792,-64.588191551686506 -35.011473923854247,-65.109033584664701 -35.015592439948854,-65.111023891994336 -33.955930684615716,-65.107416193470044 -33.955583416440739,-65.10348566891679 -33.960159769858272,-65.104354600900407 -33.971429354919735,-65.088112854412842 -33.97656957239915,-65.086431277027344 -33.982701257158254,-65.076243576913782 -33.988992706689601,-65.070038829521252 -33.985696054102618,-65.067895239447893 -33.979120340561018,-65.062561405259373 -33.980242987047255,-65.05789282352967 -33.990763355240816,-65.063526315114714 -33.993323205165481,-65.059308091832946 -33.997224291453684,-65.06143362273707 -34.006216281077194,-65.044142342664529 -34.002992448810453,-65.035899180233159 -34.008628445052068,-65.023580659694701 -34.008259623954245,-64.997334461344295 -34.037393080393862,-64.983319964833669 -34.035696869424683,-64.979590626410669 -34.031306699886926,-64.956735118031531 -34.04025540661118,-64.9331014753256 -34.040375097107706,-64.9262814561298 -34.046951059433134,-64.919669811073419 -34.043335299739162))"
