X,Y,LATITUD,LONGITUD,XGK,YGK,NOMLOC_10,NOMMUNI_10,CODMUNI_10,PROV,DEPTO,NOM_DEPTO,CODLOC
4306898.385609989985824,6434158.390284690074623,32 13 02,65 03 04,6434174.0000000000,4306624.0000000000,LA PAZ,LA PAZ,1127,14,133,SAN JAVIER,060
4308759.00815215986222,6434030.783987550064921,32 13 06,65 01 54,6434082.0000000000,4308472.0000000000,LOMA BOLA,LA PAZ,1127,14,133,SAN JAVIER,105
4308572.765795280225575,6451098.464321349747479,32 03 58,65 01 51,6450989.0000000000,4308213.0000000000,LA POBLACION,LA POBLACION,2896,14,133,SAN JAVIER,070
4308271.197064979933202,6455595.859863770194352,32 01 37,65 01 55,6455331.0000000000,4308023.0000000000,SAN JAVIER Y YACANTO,SAN JAVIER Y YACANTO,1134,14,133,SAN JAVIER,170
4301213.630782360211015,6463458.563477369956672,31 57 08,65 06 05,6463482.0000000000,4301307.0000000000,LAS TAPIAS,LAS TAPIAS,2903,14,133,SAN JAVIER,100
4308101.293913570232689,6462474.516980339772999,31 57 44,65 02 18,6462502.0000000000,4307296.0000000000,LOS MOLLES,VILLA DE LAS ROSAS,1148,14,133,SAN JAVIER,130
4306124.312728960067034,6463814.743942149914801,31 56 55,65 03 18,6463982.0000000000,4305688.0000000000,VILLA DE LAS ROSAS,VILLA DE LAS ROSAS,1148,14,133,SAN JAVIER,190
4311962.944391690194607,6472362.88672627042979,31 52 18,64 59 34,6472609.0000000000,4311420.0000000000,DOS ARROYOS,LOS HORNILLOS,2917,14,133,SAN JAVIER,040
4289464.864429789595306,6449266.709860160015523,32 04 44,65 13 53,6449190.0000000000,4289318.0000000000,CONLARA,CONLARA,2889,14,133,SAN JAVIER,010
4309253.540593880228698,6427041.182905839756131,32 16 40,65 01 39,6427492.0000000000,4308990.0000000000,CRUZ CA�A,LA PAZ,1127,14,133,SAN JAVIER,030
4307036.607433189637959,6445671.689466579817235,32 06 24,65 03 50,6446419.0000000000,4305197.0000000000,LA TRAVESIA,LUYABA,2924,14,133,SAN JAVIER,090
4307224.965072480030358,6472418.137931349687278,31 52 22,65 02 14,6472411.0000000000,4307208.0000000000,VILLA LA VI�A,VILLA DE LAS ROSAS,1148,14,133,SAN JAVIER,210
4307383.162395380437374,6467708.964722899720073,31 54 26,65 02 13,6468603.0000000000,4307315.0000000000,QUEBRADA DE LOS POZOS,VILLA DE LAS ROSAS,1148,14,133,SAN JAVIER,160
4305838.973983380012214,6441710.118470810353756,32 08 54,65 03 24,6441810.0000000000,4305959.0000000000,LUYABA,LUYABA,2924,14,133,SAN JAVIER,150
4281087.953140240162611,6462445.005962939932942,31 57 27,65 18 41,6462494.0000000000,4281468.0000000000,SAN JOSE,SAN JOSE,1141,14,133,SAN JAVIER,180
4269007.146349559538066,6460316.439114729873836,31 58 26,65 26 16,6460423.0000000000,4269563.0000000000,LOS CERRILLOS,LOS CERRILLOS,2910,14,133,SAN JAVIER,110
4293080.939481570385396,6464000.372266230173409,31 56 39,65 11 46,6464211.0000000000,4292332.0000000000,VILLA DOLORES,VILLA DOLORES,1155,14,133,SAN JAVIER,200
4279406.074037250131369,6496475.896573020145297,31 39 48,65 19 09,6495102.0000000000,4280037.0000000000,LAS OSCURAS,SAN PEDRO,1106,14,126,SAN ALBERTO,060
4274904.248410089872777,6494589.903747919946909,31 40 07,65 22 21,6494406.0000000000,4274993.0000000000,LA CORTADERA,SAN PEDRO,1106,14,126,SAN ALBERTO,040
4311391.637214889749885,6476680.7902468200773,31 49 57,64 59 08,6476965.0000000000,4312010.0000000000,SAN HUBERTO,NONO,1099,14,126,SAN ALBERTO,130
4312614.049884529784322,6473876.880622760392725,31 51 37,64 59 09,6473885.0000000000,4312058.0000000000,LAS RABONAS,LAS RABONAS,2854,14,126,SAN ALBERTO,070
4313161.551047929562628,6477985.418769169598818,31 49 14,64 58 18,6478303.0000000000,4313304.0000000000,LAS CALLES,LAS CALLES,2847,14,126,SAN ALBERTO,050
4314703.535569789819419,6475495.207806410267949,31 50 56,64 57 21,6475193.0000000000,4314861.0000000000,EL HUAYCO,LAS CALLES,2847,14,126,SAN ALBERTO,030
4310260.0,6480923.5,31 47 44,65 00 12,6481033.0000000000,4310256.0000000000,NONO,NONO,1099,14,126,SAN ALBERTO,110
4265463.319385319948196,6470180.29484202992171,31 53 49,65 31 29,6468754.0000000000,4261136.0000000000,SAN MARTIN,SAN VICENTE,2875,14,126,SAN ALBERTO,150
4293609.056103969924152,6466384.807561719790101,31 54 41,65 10 02,6467889.0000000000,4295002.0000000000,SAUCE ARRIBA,SAUCE ARRIBA,2882,14,126,SAN ALBERTO,180
4289080.820273379795253,6465072.497989109717309,31 55 48,65 14 32,6465677.0000000000,4287942.0000000000,LOS CALLEJONES,SAN PEDRO,1106,14,126,SAN ALBERTO,080
4270004.407949959859252,6473884.553589849732816,31 51 22,65 24 35,6473549.0000000000,4271908.0000000000,SAN VICENTE,SAN VICENTE,2875,14,126,SAN ALBERTO,170
4310161.669766609556973,6484657.45841948967427,31 44 58,65 00 39,6486123.0000000000,4309455.0000000000,ARROYO LOS PATOS,ARROYO LOS PATOS,2840,14,126,SAN ALBERTO,020
4305027.890209609642625,6498986.191778370179236,31 37 28,65 03 07,6499921.0000000000,4305290.0000000000,PANAHOLMA,PANAHOLMA,2861,14,126,SAN ALBERTO,120
4308422.188548079691827,6494839.124120290391147,31 40 56,65 01 32,6493566.0000000000,4307923.0000000000,SAN LORENZO,SAN LORENZO,2868,14,126,SAN ALBERTO,140
4295405.738179209642112,6499016.112509190104902,31 37 49,65 08 54,6499098.0000000000,4296165.0000000000,TASNA,PANAHOLMA,2861,14,126,SAN ALBERTO,190
4303570.605531600303948,6520879.671042059548199,31 25 38,65 04 32,6521748.0000000000,4302633.0000000000,MUSSI,AMBUL,2833,14,126,SAN ALBERTO,100
4304746.404760720208287,6514863.305610439740121,31 29 23,65 03 24,6514866.0000000000,4304573.0000000000,AMBUL,AMBUL,2833,14,126,SAN ALBERTO,010
4308588.5,6490790.5,31 42 23,65 01 09,6490900.0000000000,4308585.0000000000,VILLA CURA BROCHERO,VILLA CURA BROCHERO,1113,14,126,SAN ALBERTO,200
4309917.5,6488549.5,31 43 36,65 00 20,6488658.0000000000,4309914.0000000000,MINA CLAVERO,MINA CLAVERO,1092,14,126,SAN ALBERTO,090
4289955.980992710217834,6465056.367829130031168,31 56 13,65 13 09,6464968.0000000000,4290130.0000000000,SAN PEDRO,SAN PEDRO,1106,14,126,SAN ALBERTO,160
4292730.0,6464929.5,31 56 12,65 11 30,6465040.0000000000,4292725.0000000000,VILLA SARMIENTO,VILLA SARMIENTO (S.A.),1120,14,126,SAN ALBERTO,210
4468536.876989849843085,6526407.701626069843769,31 24 08,63 19 56,6526358.0000000000,4468416.0000000000,LOS CHA�ARITOS,LOS CHA�ARITOS,2819,14,119,RIO SEGUNDO,110
4467460.170768300071359,6514580.150783459655941,31 30 29,63 20 32,6514598.0000000000,4467499.0000000000,CAPILLA DEL CARMEN,CAPILLA DEL CARMEN,0987,14,119,RIO SEGUNDO,030
4460222.5,6527886.0,31 23 14,63 25 06,6527994.0000000000,4460221.0000000000,SANTIAGO TEMPLE,SANTIAGO TEMPLE,1078,14,119,RIO SEGUNDO,200
4449284.5,6509333.5,31 33 14,63 32 03,6509442.0000000000,4449284.0000000000,VILLA DEL ROSARIO,VILLA DEL ROSARIO,1085,14,119,RIO SEGUNDO,210
4452277.575327060185373,6469071.55171149969101,31 55 03,63 30 17,6469149.0000000000,4452265.0000000000,COLONIA VIDELA,COLONIA VIDELA,2805,14,119,RIO SEGUNDO,060
4441460.979457910172641,6504762.351095399819314,31 35 43,63 36 56,6504814.0000000000,4441581.0000000000,RINCON,RINCON,2826,14,119,RIO SEGUNDO,180
4438339,6482374,31 47 48,63 39 04,6482483.0000000000,4438337.0000000000,IMPIRA,IMPIRA,2812,14,119,RIO SEGUNDO,080
4473694.129301150329411,6475335.971728489734232,31 51 48,63 16 41,6475228.0000000000,4473676.0000000000,CALCHIN OESTE,CALCHIN OESTE,0980,14,119,RIO SEGUNDO,020
4451434.321586599573493,6491576.981575779616833,31 42 52,63 30 43,6491660.0000000000,4451484.0000000000,MATORRALES,MATORRALES,1043,14,119,RIO SEGUNDO,140
4429303.769447280094028,6477070.9138711001724,31 50 39,63 44 46,6477162.0000000000,4429381.0000000000,MANFREDI,MANFREDI,1036,14,119,RIO SEGUNDO,130
4427922.0,6498884.5,31 38 50,63 45 36,6498993.0000000000,4427920.0000000000,COSTASACATE,COSTASACATE,1008,14,119,RIO SEGUNDO,070
4463821.392926029860973,6463965.893788860179484,31 57 51,63 23 00,6464009.0000000000,4463757.0000000000,COLAZO,COLAZO,1001,14,119,RIO SEGUNDO,050
4488975.5,6474230.5,31 52 18,63 06 59,6474340.0000000000,4488975.0000000000,CARRILOBO,CARRILOBO,0994,14,119,RIO SEGUNDO,040
4457352.124901570379734,6478755.286357849836349,31 49 53,63 27 02,6478721.0000000000,4457340.0000000000,LAS JUNTURAS,LAS JUNTURAS,1022,14,119,RIO SEGUNDO,100
4481089.908553089946508,6496838.606054520234466,31 40 05,63 12 02,6496916.0000000000,4480969.0000000000,CALCHIN,CALCHIN,0973,14,119,RIO SEGUNDO,010
4467295.0,6499108.5,31 38 49,63 20 41,6499217.0000000000,4467294.0000000000,LUQUE,LUQUE,1029,14,119,RIO SEGUNDO,120
4507565.5,6457844.5,32 01 01,62 55 12,6457955.0000000000,4507565.0000000000,POZO DEL MOLLE,POZO DEL MOLLE,1064,14,119,RIO SEGUNDO,170
4424006.667910830117762,6484552.597074500285089,31 46 42,63 48 01,6484405.0000000000,4423964.0000000000,LAGUNA LARGA,LAGUNA LARGA,1015,14,119,RIO SEGUNDO,090
4435336.5,6469464.5,31 54 46,63 41 01,6469574.0000000000,4435335.0000000000,ONCATIVO,ONCATIVO,1050,14,119,RIO SEGUNDO,150
4416339.792982939630747,6495155.849923379719257,31 40 50,63 52 53,6495208.0000000000,4416416.0000000000,PILAR,PILAR,1057,14,119,RIO SEGUNDO,160
4413536.679297010414302,6498546.954006929881871,31 39 00,63 54 43,6498544.0000000000,4413508.0000000000,RIO SEGUNDO,RIO SEGUNDO,1071,14,119,RIO SEGUNDO,190
4445798.904273480176926,6715089.18181573972106,29 41 54,63 33 40,6715172.0000000000,4445700.0000000000,SAN PEDRO DE GUTEMBERG,GUTEMBERG,2756,14,112,RIO SECO,090
4459007.033269380219281,6651854.494434709660709,30 14 21,63 29 30,6655246.0000000000,4452673.0000000000,PUESTO DE CASTRO,PUESTO DE CASTRO,2777,14,112,RIO SECO,070
4505214.472055519931018,6661439.62315899971873,30 11 05,62 49 49,6661371.0000000000,4516358.0000000000,LA RINCONADA,LA RINCONADA,2763,14,112,RIO SECO,050
4439476.013472479768097,6703596.576631110161543,29 48 09,63 37 39,6703587.0000000000,4439348.0000000000,LOS HOYOS,LOS HOYOS,2770,14,112,RIO SECO,060
4465705.022157680243254,6702155.959488309919834,29 48 59,63 21 17,6702163.0000000000,4465700.0000000000,VILLA CANDELARIA,VILLA CANDELARIA NORTE,2798,14,112,RIO SECO,120
4418527.219913770444691,6668782.956602529622614,30 07 03,63 50 38,6668530.0000000000,4418679.0000000000,SANTA ELENA,SANTA ELENA,2791,14,112,RIO SECO,100
4420416.743493979796767,6673358.195384110324085,30 04 27,63 49 30,6673333.0000000000,4420458.0000000000,RAYO CORTADO,RAYO CORTADO,2784,14,112,RIO SECO,080
4417656.617586930282414,6681662.397981010377407,30 00 50,63 51 01,6680000.0000000000,4417961.0000000000,CHA�AR VIEJO,CHA�AR VIEJO,2742,14,112,RIO SECO,020
4410335.977879219688475,6670707.888425759971142,30 05 39,63 55 46,6671042.0000000000,4410416.0000000000,CERRO COLORADO,CERRO COLORADO,2735,14,112,RIO SECO,010
4443091.112562529742718,6690029.24435309972614,29 55 29,63 35 20,6690051.0000000000,4443134.0000000000,EUFRASIO LOZA,EUFRACIO LOZA,2749,14,112,RIO SECO,030
4450162.877465169876814,6712557.559123439714313,29 43 22,63 30 54,6712479.0000000000,4450172.0000000000,GUTEMBERG,GUTEMBERG,2756,14,112,RIO SECO,040
4442830.852246990427375,6663586.8073770403862,30 09 41,63 35 36,6663806.0000000000,4442832.0000000000,SEBASTIAN ELCANO,SEBASTIAN ELCANO,0959,14,112,RIO SECO,110
4430221.471767839975655,6692385.224020569585264,29 54 16,63 43 20,6692235.0000000000,4430239.0000000000,VILLA DE MARIA,VILLA DE MARIA,0966,14,112,RIO SECO,130
4499898,6582800,30 53 33,63 00 04,6582906.0000000000,4499898.0000000000,LA PARA,LA PARA,0903,14,105,RIO PRIMERO,110
4485523.86725964024663,6563986.359304719604552,31 03 44,63 09 00,6564079.0000000000,4485672.0000000000,LA QUINTA,LA QUINTA,2686,14,105,RIO PRIMERO,140
4488917.0,6582630.5,30 53 38,63 06 57,6582736.0000000000,4488917.0000000000,VILLA FONTANA,VILLA FONTANA,0952,14,105,RIO PRIMERO,270
4449503.428103590384126,6529829.112187780439854,31 22 13,63 31 57,6529826.0000000000,4449332.0000000000,KILOMETRO 658,KILOMETRO 658,2672,14,105,RIO PRIMERO,100
4446332.868251649662852,6597295.165362469851971,30 45 39,63 33 36,6597361.0000000000,4446373.0000000000,CHALACEA,CHALACEA,2630,14,105,RIO PRIMERO,040
4432446.397024969570339,6581492.036055609583855,30 54 13,63 42 20,6581474.0000000000,4432547.0000000000,ATAHONA,ATAHONA,2609,14,105,RIO PRIMERO,010
4449132,6581026,30 54 27,63 31 56,6581132.0000000000,4449131.0000000000,MAQUINISTA GALLINI,MAQUINISTA GALLINI,2707,14,105,RIO PRIMERO,170
4442517.0,6572658.5,30 58 57,63 36 06,6572765.0000000000,4442516.0000000000,MONTE DEL ROSARIO,,,14,105,RIO PRIMERO,180
4450496.891635599546134,6618981.809298699721694,30 33 55,63 30 59,6619065.0000000000,4450468.0000000000,LA POSTA,LA POSTA,2679,14,105,RIO PRIMERO,120
4478733.69596515968442,6547906.760432239621878,31 10 25,63 20 15,6551697.0000000000,4467817.0000000000,COLONIA LAS CUATRO ESQUINAS,COLONIA LAS CUATRO ESQUINAS,2637,14,105,RIO PRIMERO,050
4442235.768383409827948,6551885.869514750316739,31 10 07,63 36 27,6552145.0000000000,4442075.0000000000,PUEBLO COMECHINGONES,COMECHINGONES,2644,14,105,RIO PRIMERO,230
4424263.580891580320895,6562094.678097659721971,31 04 38,63 47 37,6562151.0000000000,4424271.0000000000,ESQUINA,ESQUINA,2665,14,105,RIO PRIMERO,090
4442682.737456900067627,6557795.271068629808724,31 06 58,63 36 06,6557959.0000000000,4442601.0000000000,EL ALCALDE,,,14,105,RIO PRIMERO,070
4442139.063525149598718,6568711.331165970303118,31 01 05,63 36 19,6568841.0000000000,4442214.0000000000,EL CRISPIN,EL CRISPIN,2658,14,105,RIO PRIMERO,080
4444180.308548400178552,6523255.088775199837983,31 25 44,63 35 13,6523286.0000000000,4444188.0000000000,CA�ADA DE MACHADO,CA�ADA DE MACHADO,2616,14,105,RIO PRIMERO,020
4457644.185268820263445,6538892.883845349773765,31 17 23,63 26 44,6538783.0000000000,4457585.0000000000,SAGRADA FAMILIA,SAGRADA FAMILIA,2721,14,105,RIO PRIMERO,250
4478218.161564059555531,6556279.287620830349624,31 05 18,63 14 31,6561182.0000000000,4476924.0000000000,LAS GRAMILLAS,LAS GRAMILLAS,2693,14,105,RIO PRIMERO,150
4467530.83340519014746,6567782.393002980388701,31 01 43,63 20 25,6567766.0000000000,4467512.0000000000,DIEGO DE ROJAS,DIEGO DE ROJAS,2651,14,105,RIO PRIMERO,060
4475125.369361340068281,6573388.195462940260768,30 58 41,63 15 35,6573396.0000000000,4475200.0000000000,PLAZA DE MERCEDES,PLAZA DE MERCEDES,2714,14,105,RIO PRIMERO,220
4480516.5,6597535.5,30 45 34,63 12 13,6597641.0000000000,4480516.0000000000,LAS SALADAS,LAS SALADAS,2700,14,105,RIO PRIMERO,160
4420830.853801899589598,6522967.577859680168331,31 25 49,63 49 56,6522994.0000000000,4420884.0000000000,CAPILLA DE LOS REMEDIOS,CAPILLA DE LOS REMEDIOS,2623,14,105,RIO PRIMERO,030
4427841.845150910317898,6537328.106421899981797,31 17 59,63 45 33,6537527.0000000000,4427729.0000000000,PIQUILLIN,PIQUILLIN,0931,14,105,RIO PRIMERO,210
4460467.14416856970638,6595180.029357889667153,30 46 52,63 24 47,6595177.0000000000,4460462.0000000000,OBISPO TREJO,OBISPO TREJO,0924,14,105,RIO PRIMERO,200
4475785.0,6582764.5,30 53 33,63 15 12,6582870.0000000000,4475785.0000000000,LA PUERTA,LA PUERTA,0910,14,105,RIO PRIMERO,130
4410000.600092059932649,6532367.978514810092747,31 20 38,63 56 45,6532481.0000000000,4409998.0000000000,MONTECRISTO,MONTE CRISTO,0917,14,105,RIO PRIMERO,190
4440814.5,6534219.5,31 19 45,63 37 19,6534327.0000000000,4440814.0000000000,RIO PRIMERO,RIO PRIMERO,0938,14,105,RIO PRIMERO,240
4461591.858735620044172,6554064.912908709608018,31 09 05,63 24 06,6554128.0000000000,4461707.0000000000,SANTA ROSA DE RIO PRIMERO,SANTA ROSA DE RIO PRIMERO,0945,14,105,RIO PRIMERO,260
4329745.481463300064206,6298934.905433069914579,33 26 22,64 49 54,6298976.0000000000,4329667.0000000000,SUCO,SUCO,2588,14,098,RIO CUARTO,270
4327494.894687769934535,6359783.764815869741142,32 53 33,64 50 37,6359633.0000000000,4327489.0000000000,LAS ALBAHACAS,LAS ALBAHACAS,2567,14,098,RIO CUARTO,160
4325246.74210911989212,6359433.830177470110357,32 53 01,64 52 44,6360298.0000000000,4324172.0000000000,VILLA EL CHACAY,VILLA EL CHACAY,2595,14,098,RIO CUARTO,300
4336622.041495740413666,6385025.317359549924731,32 40 36,64 44 14,6383748.0000000000,4337040.0000000000,VILLA SANTA EUGENIA,ALPA CORRAL,0777,14,098,RIO CUARTO,310
4402202.171751270070672,6329959.597566439770162,33 10 12,64 02 59,6329866.0000000000,4402095.0000000000,PASO DEL DURAZNO,PASO DEL DURAZNO,2329,14,098,RIO CUARTO,220
4396274.202348560094833,6400188.704452239908278,32 32 05,64 06 19,6400264.0000000000,4396172.0000000000,LAS PE�AS,LAS PE�AS SUD,2574,14,098,RIO CUARTO,180
4365018.809821009635925,6257365.979309690184891,33 49 08,64 27 25,6257446.0000000000,4365111.0000000000,TOSQUITA,TOSQUITA,0826,14,098,RIO CUARTO,280
4417429.5,6278109.0,33 38 13,63 53 24,6278225.0000000000,4417428.0000000000,MONTE DE LOS GAUCHOS,MONTE DE LOS GAUCHOS,0854,14,098,RIO CUARTO,210
4366906.254975140094757,6294009.346014879643917,33 29 22,64 25 55,6294028.0000000000,4366913.0000000000,MALENA,MALENA,2414,14,098,RIO CUARTO,200
4313860.32547665014863,6285719.142730380408466,33 33 23,65 00 19,6285713.0000000000,4313771.0000000000,CHAJAN,CHAJAN,0798,14,098,RIO CUARTO,070
4339083.875140439718962,6327185.483853859826922,33 11 13,64 43 30,6327170.0000000000,4339114.0000000000,LA CAROLINA,LA CAROLINA EL POTOSI,2560,14,098,RIO CUARTO,120
4382628.218851369805634,6325479.646269720047712,33 12 30,64 15 30,6325411.0000000000,4382667.0000000000,LA GILDA,LA GILDA,0833,14,098,RIO CUARTO,140
4390694.510694979690015,6347546.779424110427499,33 00 32,64 10 16,6347615.0000000000,4390551.0000000000,CHUCUL,CHUCUL,2553,14,098,RIO CUARTO,080
4338541.330618330277503,6382041.767812199890614,32 41 25,64 43 16,6382243.0000000000,4338581.0000000000,ALPA CORRAL,ALPA CORRAL,0777,14,098,RIO CUARTO,040
4343614.037409760057926,6250862.954746649600565,33 52 24,64 41 19,6251067.0000000000,4343757.0000000000,WASHINGTON,WASHINGTON,2602,14,098,RIO CUARTO,320
4399897.831215440295637,6240041.915533159859478,33 58 43,64 05 03,6240149.0000000000,4399800.0000000000,LA CAUTIVA,LA CAUTIVA,0826,14,098,RIO CUARTO,130
4352965.098034090362489,6316833.959634420461953,33 17 02,64 34 41,6316615.0000000000,4352984.0000000000,LAS VERTIENTES,LAS VERTIENTES,0847,14,098,RIO CUARTO,190
4344148.407161179929972,6292022.961966720409691,33 30 12,64 40 32,6292142.0000000000,4344299.0000000000,BULNES,BULNES,0791,14,098,RIO CUARTO,060
4372732.145460059866309,6365097.331034840084612,32 50 58,64 21 36,6365084.0000000000,4372696.0000000000,CORONEL BAIGORRIA,CORONEL BAIGORRIA,0805,14,098,RIO CUARTO,090
4409026.812287930399179,6317534.794309089891613,33 16 56,63 58 33,6317490.0000000000,4409091.0000000000,LAS ACEQUIAS,LAS ACEQUIAS,0833,14,098,RIO CUARTO,150
4313971.760843610391021,6327731.265174970030785,33 10 37,64 59 40,6327813.0000000000,4313968.0000000000,ACHIRAS,ACHIRAS,0756,14,098,RIO CUARTO,010
4377683.423424519598484,6293272.433197479695082,33 29 52,64 18 55,6293227.0000000000,4377783.0000000000,SAN BASILIO,SAN BASILIO,0875,14,098,RIO CUARTO,250
4369197.0,6395707.5,32 34 19,64 23 35,6395819.0000000000,4369194.0000000000,ELENA,ELENA,0819,14,098,RIO CUARTO,110
4366221.5,6325346.0,33 12 21,64 26 05,6325460.0000000000,4366218.0000000000,SANTA CATALINA HOLMBERG,SANTA CATALINA,0882,14,098,RIO CUARTO,260
4374629.0,6375254.5,32 45 25,64 20 16,6375367.0000000000,4374626.0000000000,ALCIRA GIGENA,ALCIRA,0770,14,098,RIO CUARTO,030
4405227.626707649789751,6278616.284312820062041,33 37 54,64 01 15,6278698.0000000000,4405283.0000000000,ADELIA MARIA,ADELIA MARIA,0763,14,098,RIO CUARTO,020
4369277.667868220247328,6409313.584835289977491,32 27 10,64 23 08,6409050.0000000000,4369728.0000000000,BERROTARAN,BERROTARAN,0784,14,098,RIO CUARTO,050
4339577.418095580302179,6305142.827917220070958,33 23 04,64 43 19,6305244.0000000000,4339767.0000000000,SAMPACHO,SAMPACHO,0868,14,098,RIO CUARTO,240
4371365.455039460211992,6246372.977826150134206,33 55 02,64 23 25,6246614.0000000000,4371435.0000000000,VICU�A MACKENNA,VICU�A MACKENNA,0896,14,098,RIO CUARTO,290
4351647.665591480210423,6278918.532586369663477,33 37 23,64 35 50,6278967.0000000000,4351796.0000000000,CORONEL MOLDES,CORONEL MOLDES,0812,14,098,RIO CUARTO,100
4379862.0,6338469.5,33 05 21,64 17 13,6338584.0000000000,4379859.0000000000,LAS HIGUERAS,LAS HIGUERAS,0840,14,098,RIO CUARTO,170
4374131.5,6334512.5,33 07 27,64 20 55,6334626.0000000000,4374128.0000000000,RIO CUARTO,RIO CUARTO,0861,14,098,RIO CUARTO,230
4356708.459134349599481,6594805.307373880408704,30 47 42,64 31 16,6592731.0000000000,4354411.0000000000,QUEBRADA DE LUNA,CHARBONIER,2483,14,091,PUNILLA,170
4359059.245868819765747,6528479.478934939950705,31 22 22,64 28 56,6528725.0000000000,4358990.0000000000,VILLA LAGO AZUL,VILLA SANTA CRUZ DEL LAGO,2539,14,091,PUNILLA,280
4361418.528273009695113,6530875.994891749694943,31 20 59,64 27 36,6531299.0000000000,4361075.0000000000,SAN ROQUE,SAN ROQUE,2518,14,091,PUNILLA,200
4358231.104287919588387,6530697.319850689731538,31 20 45,64 28 49,6531714.0000000000,4359134.0000000000,VILLA PARQUE SIQUIMAN,VILLA PARQUE SIQUIMAN,2532,14,091,PUNILLA,290
4354899.691989189945161,6517747.443284439854324,31 28 42,64 31 44,6516957.0000000000,4354706.0000000000,SAN ANTONIO DE ARREDONDO,SAN ANTONIO DE ARREDONDO,2511,14,091,PUNILLA,180
4353302.857048200443387,6517672.201846780255437,31 28 00,64 32 34,6518198.0000000000,4353374.0000000000,MAYU SUMAJ,MAYU SUMAJ,2504,14,091,PUNILLA,160
4355457.33291232958436,6529253.302791330032051,31 22 01,64 31 14,6529044.0000000000,4355337.0000000000,VILLA SANTA CRUZ DEL LAGO,VILLA SANTA CRUZ DEL LAGO,2539,14,091,PUNILLA,320
4354778.570736729539931,6527086.130182409659028,31 23 03,64 31 02,6527392.0000000000,4355665.0000000000,ESTANCIA VIEJA,ESTANCIA VIEJA,2497,14,091,PUNILLA,090
4358794.792862730100751,6534676.596980160102248,31 18 44,64 27 47,6535441.0000000000,4360731.0000000000,BIALET MASSE,BIALET MASSE,0665,14,091,PUNILLA,020
4356822.392303460277617,6522334.31289894040674,31 25 06,64 29 36,6523656.0000000000,4357998.0000000000,VILLA CARLOS PAZ,VILLA CARLOS PAZ,0742,14,091,PUNILLA,250
4351685.662259349599481,6526709.04200167953968,31 23 35,64 33 49,6526350.0000000000,4351280.0000000000,CABALANGO,CABALANGO,2469,14,091,PUNILLA,030
4350100.02284227963537,6530163.514525069855154,31 21 18,64 35 27,6530548.0000000000,4348613.0000000000,TANTI,TANTI,0728,14,091,PUNILLA,230
4353172.109632539562881,6578801.671814770437777,30 55 12,64 32 01,6578852.0000000000,4353174.0000000000,SAN ESTEBAN,SAN ESTEBAN,0714,14,091,PUNILLA,190
4355879.207355869933963,6578238.094875260256231,30 55 37,64 30 09,6578120.0000000000,4356377.0000000000,LOS COCOS,LOS COCOS,0707,14,091,PUNILLA,140
4352256.8772182604298,6593178.635256569832563,30 50 15,64 32 12,6587994.0000000000,4352982.0000000000,BARRIO SANTA ISABEL,CHARBONIER,2483,14,091,PUNILLA,010
4351127.789440819993615,6538990.981535140424967,31 16 47,64 33 55,6538933.0000000000,4350933.0000000000,VILLA SAN JOSE,SANTA MARIA DE PUNILLA,0721,14,091,PUNILLA,310
4347721.878820880316198,6526639.754319540224969,31 23 11,64 36 01,6527035.0000000000,4347769.0000000000,VILLA FLOR SERRANA,TANTI,0728,14,091,PUNILLA,260
4350069.857712849974632,6536858.455891960300505,31 17 52,64 34 30,6536916.0000000000,4350043.0000000000,MALLIN,SANTA MARIA DE PUNILLA,0721,14,091,PUNILLA,150
4353071.750881830230355,6510767.58482925966382,31 31 06,64 32 05,6512513.0000000000,4354231.0000000000,LAS JARILLAS,SAN ANTONIO DE ARREDONDO,2511,14,091,PUNILLA,130
4352294.588607169687748,6594833.769000619649887,30 46 20,64 32 39,6595240.0000000000,4352168.0000000000,CHARBONIER,CHARBONIER,2483,14,091,PUNILLA,060
4351312.808602689765394,6517641.113433229736984,31 28 21,64 33 55,6517549.0000000000,4351255.0000000000,TALA HUASI,TALA HUASI,2525,14,091,PUNILLA,220
4351307.208267389796674,6516608.077112169936299,31 28 45,64 33 46,6516814.0000000000,4351494.0000000000,VILLA RIO ICHO CRUZ,VILLA RIO ICHO CRUZ,2546,14,091,PUNILLA,300
4349494.405310209840536,6517088.001272859983146,31 28 44,64 34 38,6516830.0000000000,4350106.0000000000,CUESTA BLANCA,CUESTA BLANCA,2490,14,091,PUNILLA,080
4354047.945310509763658,6585871.100763699971139,30 51 23,64 31 35,6585915.0000000000,4354009.0000000000,CAPILLA DEL MONTE,CAPILLA DEL MONTE,0672,14,091,PUNILLA,040
4357435.246674779802561,6572094.691293920390308,30 58 45,64 29 27,6572339.0000000000,4357574.0000000000,LA CUMBRE,LA CUMBRE,0693,14,091,PUNILLA,110
4360321.884597839787602,6539187.253775510005653,31 16 13,64 27 55,6540093.0000000000,4360443.0000000000,SANTA MARIA DE PUNILLA,SANTA MARIA DE PUNILLA,0721,14,091,PUNILLA,210
4359689.555087650194764,6545788.593616410158575,31 14 26,64 27 56,6543392.0000000000,4360381.0000000000,COSQUIN,COSQUIN,0679,14,091,PUNILLA,070
4359028.446415780112147,6552984.677360990084708,31 10 11,64 28 39,6551235.0000000000,4359124.0000000000,CASA GRANDE,CASA GRANDE,2476,14,091,PUNILLA,050
