Nombre Seccion,Nombre Circuito,Electores 2007,Electores 2011,Electores 2013,Electores 2015,Electores 2017,Seccion,Circuito,LONGITUD,LATITUD
SANTA MARIA,FALDA DEL CARMEN,894,836,994,"1,266","1,433",21,324,-64.46261324,-31.58661200
SANTA MARIA,LA PAISANITA,93,106,131,165,173,21,316B,-64.48002302,-31.72085054
SANTA MARIA,LA RANCHERITA,104,114,135,159,167,21,316C,-64.45946756,-31.75465751
SANTA MARIA,LA SERRANITA,269,307,344,427,471,21,316D,-64.45597321,-31.73515183
SANTA MARIA,LOS CEDROS,594,826,909,"1,136","1,219",21,316E,-64.28147440,-31.52653976
SANTA MARIA,LOZADA,"1,366","1,344","1,363","1,414","1,419",21,325,-64.08620316,-31.64809954
SANTA MARIA,MALAGUEÑO,"5,393","5,806","6,460","6,972","7,295",21,326,-64.35578286,-31.46301621
SANTA MARIA,MONTE RALO,524,485,469,488,481,21,327,-64.23773014,-31.91232091
SANTA MARIA,POTRERO DE GARAY,646,899,972,"1,241","1,363",21,328,-64.54416649,-31.78759183
SANTA MARIA,RAFAEL GARCIA,628,611,633,648,648,21,318,-64.25853167,-31.64676676
SANTA MARIA,SAN CLEMENTE,190,161,176,185,201,21,329,-64.62490047,-31.71560463
SANTA MARIA,SAN ISIDRO,446,476,555,623,650,21,330,-64.38508942,-31.82513234
SANTA MARIA,SAN NICOLAS,,497,879,"1,744","2,461",21,326C,-64.45281702,-31.43703943
SANTA MARIA,TOLEDO,"3,208","3,480","3,660","4,299","4,742",21,331,-64.00804349,-31.55707466
SANTA MARIA,VALLE DE ANIZACATE,302,420,488,793,"1,040",21,316F,-64.41851465,-31.73432382
SANTA MARIA,VILLA CIUDAD DE AMERICA,513,515,578,744,850,21,328B,-64.51224995,-31.79547099
SANTA MARIA,VILLA EL PRADO,684,769,959,"1,365","1,717",21,316G,-64.38754874,-31.61847272
SANTA MARIA,VILLA LA BOLSA,615,738,823,974,"1,103",21,316H,-64.42858587,-31.72861879
SANTA MARIA,VILLA LOS AROMOS,547,624,662,850,956,21,316I,-64.43803347,-31.73484912
SANTA MARIA,VILLA PARQUE SANTA ANA,"1,399","1,611","1,883","2,572","2,999",21,316J,-64.34706789,-31.59218535
SANTA MARIA,YOCSINA,"2,326","2,041","2,251","2,634","2,991",21,326A,-64.36987604,-31.44516079
SOBREMONTE,CAMINIAGA,525,436,429,453,442,22,333,-64.05077284,-30.06748875
SOBREMONTE,CHAÑAR,"2,300","2,348","2,451","2,548","2,733",22,335,-63.94322859,-29.78758061
SOBREMONTE,CHUÑAHUASI,382,354,341,344,337,22,334,-64.11356174,-29.93544896
SOBREMONTE,POZO NUEVO,593,542,537,561,547,22,332,-64.10298148,-29.57784192
TERCERO ARRIBA,ALMAFUERTE,"8,813","9,273","9,832","10,335","10,624",23,336,-64.25496578,-32.19167783
TERCERO ARRIBA,ASCASUBI,"2,111","2,183","2,210","2,264","2,309",23,337,-63.88910659,-32.16360832
TERCERO ARRIBA,CNIA ALMADA,556,543,556,565,562,23,337A,-63.86419915,-32.03382953
TERCERO ARRIBA,CORRALITO,"1,609","1,647","1,614","1,673","1,695",23,338,-64.19314529,-32.02625523
TERCERO ARRIBA,DALMACIO VELEZ,"1,166","1,265","1,347","1,407","1,455",23,339,-63.58161593,-32.61128751
TERCERO ARRIBA,GENERAL FOTHERINGHAM,347,354,366,352,340,23,349A,-63.86838532,-32.32227021
TERCERO ARRIBA,HERNANDO,"9,066","9,155","9,511","9,882","10,077",23,340,-63.73185151,-32.42555462
TERCERO ARRIBA,JAMES CRAIK,"4,233","4,301","4,471","4,581","4,627",23,341,-63.46577566,-32.16178581
TERCERO ARRIBA,LAS ISLETILLAS,265,278,268,262,260,23,347A,-63.93026971,-32.51015796
TERCERO ARRIBA,LAS PERDICES,"3,758","3,962","4,034","4,278","4,401",23,342,-63.70614632,-32.69893654
TERCERO ARRIBA,LOS ZORROS,662,633,608,603,621,23,343,-63.20140512,-32.04490859
TERCERO ARRIBA,OLIVA,"10,583","10,670","10,982","11,264","11,354",23,344,-63.56895845,-32.03886358
TERCERO ARRIBA,PAMPAYASTA NORTE,447,412,412,425,424,23,345,-63.64312961,-32.24078813
TERCERO ARRIBA,PAMPAYASTA SUD,"1,203","1,243","1,269","1,271","1,274",23,346,-63.64688118,-32.25237465
TERCERO ARRIBA,PUNTA DEL AGUA,242,243,234,227,226,23,347,-63.81015129,-32.57643727
TERCERO ARRIBA,RIO TERCERO,"36,352","38,592","40,503","41,933","42,845",23,348,-64.12652927,-32.17008652
TERCERO ARRIBA,TANCACHA,"4,605","4,631","4,677","4,818","4,912",23,349,-63.97952997,-32.24071615
TOTORAL,CAÑADA DE LUQUE,"1,098","1,113","1,142","1,185","1,188",24,351,-63.72471074,-30.73750812
TOTORAL,CANDELARIA,537,422,376,400,390,24,350,-63.80096935,-30.83877898
TOTORAL,LA PAMPA,656,664,671,718,729,24,351A,-64.27247716,-30.94349550
TOTORAL,LAS PEÑAS,"1,366","1,446","1,547","1,673","1,715",24,352,-63.99961870,-30.56281573
TOTORAL,LOS MISTOLES,99,118,132,144,149,24,352A,-63.88671914,-30.62692212
TOTORAL,SARMIENTO,809,905,951,"1,088","1,145",24,355,-64.11093815,-30.77540988
TOTORAL,SIMBOLAR,328,296,301,319,330,24,356,-63.98502879,-30.47620075
TOTORAL,SINSACATE,"1,127","1,285","1,465","1,774","1,995",24,357,-64.08518821,-30.94417368
TOTORAL,SITON,472,477,491,626,653,24,358,-63.65206744,-30.57339632
TOTORAL,VILLA DEL TOTORAL,"6,077","6,570","7,230","7,756","8,031",24,359,-64.06779076,-30.70473737
TULUMBA,CHURQUI CAÑADA,218,206,183,163,151,25,360,-63.92664353,-30.16978410
TULUMBA,EL RODEO,207,202,217,243,243,25,360A,-63.86493178,-30.17609140
TULUMBA,LA DORMIDA,"3,518","3,757","4,155","4,459","4,606",25,364,-63.94970306,-30.35513398
TULUMBA,LAS ARRIAS,"1,522","1,747","1,805","2,046","2,035",25,361,-63.59503683,-30.37893331
TULUMBA,LUCIO V MANSILLA,"1,009","1,016","1,079","1,088","1,055",25,366,-64.70744199,-29.80504342
TULUMBA,ROSARIO DEL SALADILLO,523,491,468,493,451,25,367,-63.47378502,-30.43119305
TULUMBA,SAN JOSE DE LAS SALINAS,675,641,646,648,654,25,368,-64.62439529,-30.00907368
TULUMBA,SAN PEDRO NORTE,545,552,542,587,600,25,369,-64.15426747,-30.09030218
TULUMBA,TULUMBA,"1,560","1,662","1,758","1,844","1,899",25,371,-64.12259922,-30.39607509
UNION,ALTO ALEGRE,911,922,987,"1,122","1,144",26,372,-62.88468381,-32.34603155
UNION,ANA ZUMARAN,135,126,135,175,202,26,372A,-63.05590607,-32.39128609
UNION,BALLESTEROS,"3,148","3,298","3,406","3,673","3,868",26,373,-62.98330113,-32.54639097
UNION,BALLESTEROS SUD,609,644,622,675,854,26,374,-63.02703884,-32.58960954
UNION,BELL VILLE,"25,942","27,159","29,090","30,587","31,325",26,375,-62.68911563,-32.62957567
UNION,BISMARCK,428,433,422,415,420,26,376,-62.71502550,-33.30068936
UNION,BREMEN,210,183,192,246,239,26,377,-62.73145916,-33.46445735
UNION,CANALS,"6,973","7,091","7,548","7,708","7,714",26,378,-62.88559551,-33.56342181
UNION,CARCANO,36,38,33,17,23,26,379,-63.10181868,-32.49245538
UNION,CHILIBROSTE,613,601,612,615,653,26,382,-62.51360539,-32.33360465
UNION,CINTRA,"1,230","1,258","1,272","1,350","1,421",26,381,-62.65311903,-32.30915402
UNION,CORRAL DEL BAJO,163,95,61,13,7,26,397A,-63.03291025,-32.81416346
UNION,ESCALANTE,"1,315","1,338","1,361","1,367","1,348",26,385,-62.77000219,-33.17305310
UNION,GOULD,776,696,665,632,628,26,386,-62.72974482,-33.59092011
UNION,IDIAZABAL,"1,443","1,417","1,464","1,470","1,460",26,387,-63.04760499,-33.53904748
UNION,LABORDE,"4,710","4,853","5,005","5,210","5,244",26,389,-62.85598424,-33.15346133
UNION,MONTE LEÑA,564,526,517,514,530,26,390,-62.59034789,-32.61230386
UNION,MONTE MAIZ,"5,823","6,142","6,484","6,600","6,525",26,391,-62.60092766,-33.20608526
UNION,MORRISON,"2,931","3,015","3,108","3,317","3,492",26,392,-62.83601100,-32.59465885
UNION,NOETINGER,"4,230","4,347","4,377","4,558","4,566",26,393,-62.31033737,-32.36722974
UNION,ORDOÑEZ,"2,082","2,169","2,183","2,356","2,381",26,394,-62.86586231,-32.84113425
UNION,PASCANAS,"2,255","2,346","2,435","2,474","2,458",26,395,-63.04104748,-33.12582306
UNION,POSSE,"6,369","6,757","7,094","7,503","7,678",26,396,-62.68027744,-32.88460559
UNION,PUEBLO ITALIANO,"1,562","1,553","1,580","1,585","1,594",26,384,-62.84057234,-33.88097596
UNION,SAN ANTONIO,"1,439","1,401","1,422","1,446","1,516",26,397,-62.63300902,-32.21386067
UNION,SAN MARCOS SUD,"2,472","2,549","2,601","2,757","2,823",26,400,-62.48197721,-32.63134015
UNION,SANTA MARIA,161,157,197,204,226,26,401,-62.91433259,-33.69848061
UNION,VIAMONTE,"1,540","1,566","1,542","1,574","1,599",26,402,-63.09890823,-33.74811505
UNION,VILLA LOS PATOS,76,61,51,43,34,26,396A,-62.72874192,-32.76646122
