3;08;001;00889;00888;09989;00301453;00238721;07928;00301103;09988;00230715;09665;00002766;00116;00005162;00216;00000078;00003;10;22;23;10;
3;08;003;00175;00173;09886;00057970;00045602;07942;00057420;09905;00044037;09657;00000557;00122;00000986;00216;00000022;00005;10;22;23;10;
3;08;004;00128;00128;10000;00041033;00031114;07583;00041033;10000;00029995;09640;00000362;00116;00000749;00241;00000008;00003;10;22;22;45;
3;08;005;00097;00097;10000;00031179;00024272;07785;00031179;10000;00023454;09663;00000250;00103;00000551;00227;00000017;00007;10;22;20;45;
3;08;006;00105;00105;10000;00033180;00026224;07904;00033180;10000;00025464;09710;00000311;00119;00000442;00169;00000007;00003;10;22;22;50;
3;08;007;00137;00137;10000;00045655;00034764;07615;00045655;10000;00033602;09666;00000427;00123;00000701;00202;00000034;00010;10;22;22;00;
3;08;008;00076;00076;10000;00023574;00018298;07762;00023574;10000;00017577;09606;00000292;00160;00000427;00233;00000002;00001;10;22;21;40;
3;08;009;00263;00262;09962;00086592;00068508;07912;00086589;09999;00066394;09691;00000667;00097;00001440;00210;00000007;00001;10;22;21;25;
3;08;010;00291;00291;10000;00096420;00079074;08201;00096420;10000;00077142;09756;00000640;00081;00001272;00161;00000020;00003;10;22;22;40;
3;08;011;00037;00037;10000;00011409;00009005;07893;00011409;10000;00008753;09720;00000077;00086;00000174;00193;00000001;00001;10;22;22;05;
3;08;012;00127;00127;10000;00041306;00031479;07621;00041306;10000;00030257;09612;00000457;00145;00000758;00241;00000007;00002;10;22;23;20;
3;08;013;00417;00416;09976;00141391;00110998;07870;00141041;09975;00107228;09660;00001220;00110;00002504;00226;00000046;00004;10;22;23;20;
3;08;014;00075;00075;10000;00023027;00018689;08116;00023027;10000;00018083;09676;00000244;00131;00000356;00190;00000006;00003;10;22;23;35;
3;08;015;00169;00169;10000;00055370;00043675;07888;00055370;10000;00042197;09662;00000477;00109;00000997;00228;00000004;00001;10;22;23;10;
3;08;016;00039;00039;10000;00012789;00010183;07962;00012789;10000;00009841;09664;00000100;00098;00000240;00236;00000002;00002;10;23;00;10;
3;08;017;00177;00176;09944;00058962;00047822;08111;00058956;09999;00046259;09673;00000577;00121;00000973;00203;00000013;00003;10;22;22;40;
3;08;018;00050;00050;10000;00015817;00012865;08134;00015817;10000;00012352;09601;00000209;00162;00000303;00236;00000001;00001;10;22;22;55;
3;08;999;03252;03246;09982;01077127;00851293;07913;01075868;09988;00823350;09672;00009633;00113;00018035;00212;00000275;00003;10;23;00;10;
