3;13;001;00296;00295;09966;00099568;00075310;07588;00099255;09969;00072902;09680;00001033;00137;00001028;00137;00000347;00046;10;22;21;55;
3;13;002;00453;00452;09978;00156959;00121411;07752;00156609;09978;00117608;09687;00001678;00138;00001916;00158;00000209;00017;10;22;23;15;
3;13;003;00650;00646;09938;00224345;00175333;07864;00222955;09938;00169660;09676;00002387;00136;00003146;00179;00000140;00008;10;23;00;05;
3;13;004;00462;00461;09978;00158228;00124826;07906;00157883;09978;00120214;09631;00001990;00159;00002230;00179;00000392;00031;10;22;22;30;
3;13;005;00095;00095;10000;00032176;00026295;08172;00032176;10000;00025242;09600;00000716;00272;00000300;00114;00000037;00014;10;22;22;45;
3;13;006;00407;00407;10000;00140101;00113644;08112;00140101;10000;00109126;09602;00002410;00212;00002017;00177;00000091;00008;10;23;00;30;
3;13;007;00297;00297;10000;00101515;00082736;08150;00101515;10000;00079991;09668;00001161;00140;00001446;00175;00000138;00017;10;22;22;50;
3;13;008;00075;00075;10000;00025035;00019971;07977;00025035;10000;00018144;09085;00001503;00753;00000303;00152;00000021;00011;10;22;21;05;
3;13;009;00274;00273;09964;00093915;00074775;07992;00093566;09963;00072174;09652;00001392;00186;00001126;00151;00000083;00011;10;22;22;45;
3;13;010;00099;00098;09899;00033608;00027260;08194;00033268;09899;00026114;09580;00000588;00216;00000503;00185;00000055;00020;10;22;22;20;
3;13;011;00132;00131;09924;00044619;00035991;08130;00044272;09922;00034220;09508;00000920;00256;00000557;00155;00000294;00082;10;22;21;55;
3;13;012;00116;00116;10000;00039545;00032098;08117;00039545;10000;00030960;09645;00000648;00202;00000456;00142;00000034;00011;10;22;22;20;
3;13;013;00077;00077;10000;00026301;00021117;08029;00026301;10000;00020066;09502;00000553;00262;00000452;00214;00000046;00022;10;22;21;40;
3;13;014;00043;00043;10000;00013582;00011156;08214;00013582;10000;00009916;08888;00001083;00971;00000115;00103;00000042;00038;10;22;21;35;
3;13;015;00027;00027;10000;00008747;00007383;08441;00008747;10000;00007105;09623;00000209;00283;00000056;00076;00000013;00018;10;22;22;30;
3;13;016;00432;00431;09977;00148103;00116880;07910;00147758;09977;00111111;09506;00002988;00256;00002596;00222;00000185;00016;10;22;21;55;
3;13;017;00069;00069;10000;00023285;00017468;07502;00023285;10000;00015488;08866;00001574;00901;00000385;00220;00000021;00012;10;22;23;10;
3;13;018;00115;00114;09913;00038148;00029729;07865;00037799;09909;00027853;09369;00001324;00445;00000496;00167;00000056;00019;10;22;21;30;
3;13;991;01503;01497;09960;00514317;00401764;07843;00512269;09960;00388018;09658;00006126;00152;00006704;00167;00000916;00023;10;23;00;05;
3;13;992;00982;00979;09969;00334572;00270209;08101;00333536;09969;00258655;09572;00006602;00244;00004374;00162;00000578;00021;10;23;00;30;
