2;19;001;00532;00526;09887;00177109;00145254;08296;00175083;09886;00140156;09649;00002812;00194;00001408;00097;00000878;00060;10;22;23;35;
2;19;002;00046;00046;10000;00011969;00010264;08575;00011969;10000;00009802;09550;00000203;00198;00000104;00101;00000155;00151;10;22;21;30;
2;19;003;00328;00328;10000;00106445;00088914;08353;00106445;10000;00085839;09654;00001838;00207;00000876;00099;00000361;00041;10;22;22;05;
2;19;004;00059;00058;09831;00018837;00015697;08489;00018492;09817;00015360;09785;00000169;00108;00000150;00096;00000018;00011;10;22;23;20;
2;19;005;00017;00017;10000;00004144;00003672;08861;00004144;10000;00003607;09823;00000028;00076;00000014;00038;00000023;00063;10;22;22;45;
2;19;006;00090;00090;10000;00027839;00022045;07919;00027839;10000;00020957;09506;00000790;00358;00000248;00112;00000050;00023;10;22;22;10;
2;19;007;00058;00057;09828;00016950;00014250;08408;00016948;09999;00013162;09236;00000682;00479;00000095;00067;00000311;00218;10;23;01;45;
2;19;008;00020;00020;10000;00003716;00003225;08679;00003716;10000;00003032;09402;00000062;00192;00000009;00028;00000122;00378;10;23;01;00;
2;19;009;00038;00038;10000;00009889;00008508;08603;00009889;10000;00008319;09778;00000137;00161;00000033;00039;00000019;00022;10;22;22;55;
2;19;999;01188;01180;09933;00376898;00311829;08326;00374525;09937;00300234;09628;00006721;00216;00002937;00094;00001937;00062;10;23;01;45;
3;19;001;00532;00526;09887;00177109;00144830;08272;00175083;09886;00134072;09257;00008553;00591;00001419;00098;00000786;00054;10;22;23;35;
3;19;002;00046;00046;10000;00011969;00010210;08530;00011969;10000;00008873;08690;00001084;01062;00000120;00118;00000133;00130;10;22;21;30;
3;19;003;00328;00328;10000;00106445;00088561;08320;00106445;10000;00082423;09307;00004964;00561;00000818;00092;00000356;00040;10;22;22;05;
3;19;004;00059;00058;09831;00018837;00015620;08447;00018492;09817;00014561;09322;00000854;00547;00000187;00120;00000018;00012;10;22;23;20;
3;19;005;00017;00017;10000;00004144;00003663;08839;00004144;10000;00003496;09544;00000132;00360;00000012;00033;00000023;00063;10;22;22;45;
3;19;006;00090;00090;10000;00027839;00022013;07907;00027839;10000;00019898;09039;00001827;00830;00000238;00108;00000050;00023;10;22;22;10;
3;19;007;00058;00057;09828;00016950;00014220;08390;00016948;09999;00011511;08095;00002312;01626;00000086;00060;00000311;00219;10;23;01;45;
3;19;008;00020;00020;10000;00003716;00003168;08525;00003716;10000;00002770;08744;00000276;00871;00000009;00028;00000113;00357;10;23;01;00;
3;19;009;00038;00038;10000;00009889;00008495;08590;00009889;10000;00007859;09251;00000590;00695;00000027;00032;00000019;00022;10;22;22;55;
3;19;999;01188;01180;09933;00376898;00310780;08298;00374525;09937;00285463;09185;00020592;00663;00002916;00094;00001809;00058;10;23;01;45;
5;19;003;00328;00328;10000;00106445;00088383;08303;00106445;10000;00080773;09139;00006390;00723;00000864;00098;00000356;00040;10;22;22;05;
5;19;005;00017;00017;10000;00004144;00003640;08784;00004144;10000;00003429;09420;00000174;00478;00000014;00038;00000023;00063;10;22;22;45;
5;19;007;00058;00057;09828;00016950;00014071;08302;00016948;09999;00011746;08348;00001806;01283;00000142;00101;00000377;00268;10;23;01;45;
5;19;008;00020;00020;10000;00003716;00003168;08525;00003716;10000;00002776;08763;00000273;00862;00000005;00016;00000114;00360;10;23;01;00;
6;19;001;00532;00526;09887;00177109;00144905;08276;00175083;09886;00132846;09168;00009624;00664;00001655;00114;00000780;00054;10;22;23;35;
6;19;002;00046;00046;10000;00011969;00010148;08479;00011969;10000;00008859;08730;00000993;00979;00000144;00142;00000152;00150;10;22;21;30;
6;19;006;00090;00090;10000;00027839;00022001;07903;00027839;10000;00019889;09040;00001803;00820;00000260;00118;00000049;00022;10;22;22;10;
6;19;008;00020;00020;10000;00003716;00003130;08423;00003716;10000;00002655;08482;00000360;01150;00000003;00010;00000112;00358;10;23;01;00;
6;19;009;00038;00038;10000;00009889;00008493;08588;00009889;10000;00007693;09058;00000759;00894;00000022;00026;00000019;00022;10;22;22;55;
